tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
29203,2,29203,Cyclotella,"",eukaryota,false,500.59432405034835,100,5.063156117246974,0.42371801114392493,36,1,10,97.5774,184.706,10^-86.3574,0.0116971,0.0813763,,,100,0.04707977901599166,4,,,100.0,37.0,10^-307.653,,,,,"[1549163, 1549164, 29205, 29204]"
1549163,1,29203,Cyclotella sp. L04_2,"",eukaryota,false,500.59432405034835,100,100,0.05884972376998957,5,,,100.0,116.667,10^-67.5473,,,,,100,0.04707977901599166,4,,,100.0,37.0,10^-307.653,,,,,
1549164,1,29203,Cyclotella sp. WC03_2,"",eukaryota,false,17.87792033425904,100,100,0.035309834261993744,3,,,100.0,86.0,10^-46.6516,,,,,,,,,,,,,,,,,
29205,1,29203,Cyclotella meneghiniana,"",eukaryota,false,6.449700847428065,4.329161822072998,4.329161822072998,0.29424861884994785,25,1,10,96.9292,215.04,10^-97.4395,0.00726675,0.0662904,,,,,,,,,,,,,,,
29204,1,29203,Cyclotella cryptica,"",eukaryota,false,0.15236299106989207,0.852241134433978,0.852241134433978,0.035309834261993744,3,,,98.1333,98.6667,10^-52.5217,0.00375893,0.0370211,,,,,,,,,,,,,,,
35099,2,35099,Cyclidium,"",eukaryota,false,470.7977901599166,100,100,0.04707977901599166,4,,,98.9,88.0,10^-46.6198,,,,,,,,,,,,,,,,,[35100]
35100,1,35099,Cyclidium glaucoma,"",eukaryota,false,470.7977901599166,100,100,0.04707977901599166,4,,,98.9,88.0,10^-46.6198,,,,,,,,,,,,,,,,,
4875,2,4875,Glomus,"",eukaryota,false,470.7977901599166,100,,,,,,,,,,,,,100,0.04707977901599166,4,,,88.275,44.25,10^-307.653,,,,,[658196]
658196,1,4875,Glomus cerebriforme,"",eukaryota,false,470.7977901599166,100,,,,,,,,,,,,,100,0.04707977901599166,4,,,88.275,44.25,10^-307.653,,,,,
2661800,2,2661800,Georhizobium,"",bacteria,false,235.3988950799583,100,100,0.02353988950799583,2,,,98.7,79.0,10^-40.4949,,,,,,,,,,,,,,,,,[2341112]
2341112,1,2661800,Georhizobium profundi,"",bacteria,false,235.3988950799583,100,100,0.02353988950799583,2,,,98.7,79.0,10^-40.4949,,,,,,,,,,,,,,,,,
2601574,2,2601574,Candidatus Cytomitobacter,"",bacteria,false,235.3988950799583,100,100,0.02353988950799583,2,,,97.2,36.0,10^-11.3279,,,,,,,,,,,,,,,,,[2066024]
2066024,1,2601574,Candidatus Cytomitobacter primus,"",bacteria,false,235.3988950799583,100,100,0.02353988950799583,2,,,97.2,36.0,10^-11.3279,,,,,,,,,,,,,,,,,
2005380,2,2005380,Mariniblastus,"",bacteria,false,235.3988950799583,100,100,0.02353988950799583,2,,,97.2,36.0,10^-11.3279,,,,,-100,0.0,0,,,0,0,10^0,0.0312254,0.119033,,,[980251]
980251,1,2005380,Mariniblastus fucicola,"",bacteria,false,235.3988950799583,100,100,0.02353988950799583,2,,,97.2,36.0,10^-11.3279,,,,,-100,0.0,0,,,0,0,10^0,0.0274664,0.0940866,,,
1577724,2,1577724,Conticribra,"",eukaryota,false,235.3988950799583,100,100,0.02353988950799583,2,,,98.0,51.0,10^-21.4685,,,,,,,,,,,,,,,,,[1577725]
1577725,1,1577724,Conticribra weissflogii,"",eukaryota,false,235.3988950799583,100,100,0.02353988950799583,2,,,98.0,51.0,10^-21.4685,,,,,,,,,,,,,,,,,
641224,2,641224,Pseudotontonia,"",eukaryota,false,235.3988950799583,100,100,0.02353988950799583,2,,,96.6,149.0,10^-82.7696,,,,,,,,,,,,,,,,,[641229]
641229,1,641224,Pseudotontonia simplicidens,"",eukaryota,false,235.3988950799583,100,100,0.02353988950799583,2,,,96.6,149.0,10^-82.7696,,,,,,,,,,,,,,,,,
281459,2,281459,Nerada,"",eukaryota,false,235.3988950799583,100,100,0.02353988950799583,2,,,98.5,99.0,10^-53.432,,,,,,,,,,,,,,,,,[281460]
281460,1,281459,Nerada mexicana,"",eukaryota,false,235.3988950799583,100,100,0.02353988950799583,2,,,98.5,99.0,10^-53.432,,,,,,,,,,,,,,,,,
104781,2,104781,Adineta,"",eukaryota,false,235.3988950799583,100,100,0.02353988950799583,2,,,100.0,103.0,10^-58.2218,,,,,,,,,,,,,,,,,[1813168]
1813168,1,104781,Adineta vaga complex sp. E JFF-2016,"",eukaryota,false,235.3988950799583,100,100,0.02353988950799583,2,,,100.0,103.0,10^-58.2218,,,,,,,,,,,,,,,,,
102786,2,102786,Mikania,"",eukaryota,false,235.3988950799583,100,,,,,,,,,,,,,100,0.02353988950799583,2,,,80.0,50.0,10^-23.1273,,,,,[192012]
192012,1,102786,Mikania micrantha,"",eukaryota,false,235.3988950799583,100,,,,,,,,,,,,,100,0.02353988950799583,2,,,80.0,50.0,10^-23.1273,,,,,
50949,2,50949,Navicula,"",eukaryota,false,235.3988950799583,100,100,0.04707977901599166,4,,,96.2,53.0,10^-21.4524,,,,,,,,,,,,,,,,,"[63141, 908857, 265559]"
63141,1,50949,Navicula salinicola,"",eukaryota,false,235.3988950799583,100,100,0.02353988950799583,2,,,94.3,53.0,10^-20.0809,,,,,,,,,,,,,,,,,
908857,1,50949,Navicula sp. BOLD:AAO6950,"",eukaryota,false,117.69944753997915,100,100,0.011769944753997915,1,,,98.1,53.0,10^-22.8239,,,,,,,,,,,,,,,,,
265559,1,50949,Navicula ramosissima,"",eukaryota,false,117.69944753997915,100,100,0.011769944753997915,1,,,98.1,53.0,10^-22.8239,,,,,,,,,,,,,,,,,
44055,2,44055,Aureococcus,"",eukaryota,false,235.3988950799583,100,-100,0.0,0,,,0,0,10^0,0.00066576,0.00655697,,,100,0.02353988950799583,2,,,72.7,44.0,10^-307.653,,,,,[44056]
44056,1,44055,Aureococcus anophagefferens,"",eukaryota,false,235.3988950799583,100,-100,0.0,0,,,0,0,10^0,0.00066576,0.00655697,,,100,0.02353988950799583,2,,,72.7,44.0,10^-307.653,,,,,
35129,2,35129,Asterionella,"",eukaryota,false,235.3988950799583,100,100,0.02353988950799583,2,,,100.0,106.0,10^-60.2676,,,,,,,,,,,,,,,,,[210441]
210441,1,35129,Asterionella formosa,"",eukaryota,false,235.3988950799583,100,100,0.02353988950799583,2,,,100.0,106.0,10^-60.2676,,,,,,,,,,,,,,,,,
34763,2,34763,Oikopleura,"",eukaryota,false,235.3988950799583,100,,,,,,,,,,,,,100,0.02353988950799583,2,,,71.7,46.0,10^-307.653,,,,,[34765]
34765,1,34763,Oikopleura dioica,"",eukaryota,false,235.3988950799583,100,,,,,,,,,,,,,100,0.02353988950799583,2,,,71.7,46.0,10^-307.653,,,,,
9922,2,9922,Capra,"",eukaryota,false,235.3988950799583,100,,,,,,,,,,,,,100,0.02353988950799583,2,,,100.0,32.0,10^-307.653,,,,,[9925]
9925,1,9922,Capra hircus,goat,eukaryota,false,235.3988950799583,100,,,,,,,,,,,,,100,0.02353988950799583,2,,,100.0,32.0,10^-307.653,,,,,
3196,2,3196,Marchantia,"",eukaryota,false,235.3988950799583,100,100,0.02353988950799583,2,,,100.0,44.0,10^-18.1024,,,,,-100,0.0,0,,,0,0,10^0,0.0107142,0.0709205,,,[3197]
3197,1,3196,Marchantia polymorpha,liverwort,eukaryota,false,235.3988950799583,100,100,0.02353988950799583,2,,,100.0,44.0,10^-18.1024,,,,,-100,0.0,0,,,0,0,10^0,0.0107142,0.0709205,,,
2924,2,2924,Alexandrium,"",eukaryota,false,235.3988950799583,100,100,0.02353988950799583,2,,,96.7,60.0,10^-26.2007,,,,,-100,0.0,0,,,0,0,10^0,0.00381611,0.0272114,,,[39455]
39455,1,2924,Alexandrium minutum,"",eukaryota,false,235.3988950799583,100,100,0.02353988950799583,2,,,96.7,60.0,10^-26.2007,,,,,,,,,,,,,,,,,
2862,2,2862,Diatoma,"",eukaryota,false,235.3988950799583,100,100,0.02353988950799583,2,,,98.9,91.0,10^-48.6576,,,,,,,,,,,,,,,,,[426641]
426641,1,2862,Diatoma vulgaris,"",eukaryota,false,235.3988950799583,100,100,0.02353988950799583,2,,,98.9,91.0,10^-48.6576,,,,,,,,,,,,,,,,,
-201914233,2,-201914233,non-genus-specific reads in family Gemmataceae,,bacteria,false,235.3988950799583,100,100,0.02353988950799583,2,,,92.2,77.0,10^-32.2676,,,,,-100,0.0,0,,,0,0,10^0,0.0110031,0.0468988,,,[2598579]
2598579,1,-201914233,Gemmataceae bacterium PX52,"",bacteria,false,235.3988950799583,100,100,0.02353988950799583,2,,,92.2,77.0,10^-32.2676,,,,,,,,,,,,,,,,,
470095,2,470095,Pseudovirgaria,"",eukaryota,false,117.69944753997915,100,,,,,,,,,,,,,100,0.011769944753997915,1,,,68.9,45.0,10^-307.653,,,,,[470096]
470096,1,470095,Pseudovirgaria hyperparasitica,"",eukaryota,false,117.69944753997915,100,,,,,,,,,,,,,100,0.011769944753997915,1,,,68.9,45.0,10^-307.653,,,,,
289480,2,289480,Glaucomides,"",eukaryota,false,117.69944753997915,100,100,0.011769944753997915,1,,,98.0,51.0,10^-21.4685,,,,,,,,,,,,,,,,,[1349813]
1349813,1,289480,Glaucomides sp. 1 TS-2013,"",eukaryota,false,117.69944753997915,100,100,0.011769944753997915,1,,,98.0,51.0,10^-21.4685,,,,,,,,,,,,,,,,,
289477,2,289477,Bromeliophrya,"",eukaryota,false,117.69944753997915,100,100,0.011769944753997915,1,,,98.0,51.0,10^-21.4685,,,,,,,,,,,,,,,,,[1349812]
1349812,1,289477,Bromeliophrya sp. 1 TS-2013,"",eukaryota,false,117.69944753997915,100,100,0.011769944753997915,1,,,98.0,51.0,10^-21.4685,,,,,,,,,,,,,,,,,
88178,2,88178,Pipra,"",eukaryota,false,117.69944753997915,100,,,,,,,,,,,,,100,0.011769944753997915,1,,,100.0,29.0,10^-307.653,,,,,[649802]
649802,1,88178,Pipra filicauda,Wire-tailed manakin,eukaryota,false,117.69944753997915,100,,,,,,,,,,,,,100,0.011769944753997915,1,,,100.0,29.0,10^-307.653,,,,,
49633,2,49633,Velleia,"",eukaryota,false,117.69944753997915,100,100,0.011769944753997915,1,,,93.3,150.0,10^-76.585,,,,,,,,,,,,,,,,,[1690107]
1690107,1,49633,Velleia discophora,"",eukaryota,false,117.69944753997915,100,100,0.011769944753997915,1,,,93.3,150.0,10^-76.585,,,,,,,,,,,,,,,,,
16480,2,16480,Scaevola,"",eukaryota,false,117.69944753997915,100,100,0.011769944753997915,1,,,94.0,150.0,10^-77.9586,,,,,,,,,,,,,,,,,[863422]
863422,1,16480,Scaevola auriculata,"",eukaryota,false,117.69944753997915,100,100,0.011769944753997915,1,,,94.0,150.0,10^-77.9586,,,,,,,,,,,,,,,,,
10114,2,10114,Rattus,"",eukaryota,false,117.69944753997915,100,,,,,,,,,,,,,100,0.011769944753997915,1,,,100.0,32.0,10^-307.653,,,,,[10116]
10116,1,10114,Rattus norvegicus,Norway rat,eukaryota,false,117.69944753997915,100,,,,,,,,,,,,,100,0.011769944753997915,1,,,100.0,32.0,10^-307.653,,,,,
9903,2,9903,Bos,"""oxen",eukaryota,false,117.69944753997915,100,,,,,,,,,,,,,100,0.02353988950799583,2,,,96.9,32.0,10^-307.653,,,,,"[30522, 9913]"
30522,1,9903,Bos indicus x Bos taurus,hybrid cattle,eukaryota,false,117.69944753997915,100,,,,,,,,,,,,,100,0.011769944753997915,1,,,96.8,31.0,10^-307.653,,,,,
9913,1,9903,Bos taurus,cattle,eukaryota,false,117.69944753997915,100,,,,,,,,,,,,,100,0.011769944753997915,1,,,97.0,33.0,10^-307.653,,,,,
9738,2,9738,Tursiops,"",eukaryota,false,117.69944753997915,100,,,,,,,,,,,,,100,0.011769944753997915,1,,,95.9,49.0,10^-307.653,,,,,[9739]
9739,1,9738,Tursiops truncatus,common bottlenose dolphin,eukaryota,false,117.69944753997915,100,,,,,,,,,,,,,100,0.011769944753997915,1,,,95.9,49.0,10^-307.653,,,,,
9596,2,9596,Pan,chimpanzees,eukaryota,false,117.69944753997915,100,,,,,,,,,,,,,100,0.011769944753997915,1,,,97.8,45.0,10^-307.653,,,,,[9597]
9597,1,9596,Pan paniscus,pygmy chimpanzee,eukaryota,false,117.69944753997915,100,,,,,,,,,,,,,100,0.011769944753997915,1,,,97.8,45.0,10^-307.653,,,,,
4873,2,4873,Gigaspora,"",eukaryota,false,117.69944753997915,100,-100,0.0,0,,,0,0,10^0,0.736985,2.81847,,,100,0.011769944753997915,1,,,68.9,45.0,10^-307.653,,,,,[44941]
44941,1,4873,Gigaspora rosea,"",eukaryota,false,117.69944753997915,100,-100,0.0,0,,,0,0,10^0,0.000399864,0.0039382,,,100,0.011769944753997915,1,,,68.9,45.0,10^-307.653,,,,,
286,2,286,Pseudomonas,"",bacteria,false,52.10956359681434,-0.04628649617369195,-0.04628649617369195,227.40710259199372,19321,18,18071,98.7535,1815.56,10^-278.508,265.851,830.564,,,-0.33184666753299913,12.86454961611972,1093,12,553,95.0136,63.1078,10^-168.154,218.643,620.101,,,"[2083051, 2078787, 2078786, 2487887, 287, 2083053, 2054914, 2219225, 2078785, 1785145, 2518644, 2479852, 2109731, 2009002, 1366632, 483968, 2614538, 2559075, 2213015, 1712680, 1573711, 2083052, 1306993, 2706126, 2597770, 1736226, 1636610, 1308935, 1264428, 1149133, 29438, 2587597, 1594829, 303, 36746, 312306, 69328, 556533, 46257, 1661055, 78327, 319939, 1986221, 89779, 306, 440512, 1825979, 1338689, 1649877, 359110, 101564, 75612, 47883, 53408, 157783, 104087, 1546029, 587753, 470150, 1661046, 47878, 47880, 29442, 316, 50340, 33069, 237610, 47877, 76759, 114707, 294, 70775, 251701, 300, 317]"
2083051,1,286,Pseudomonas sp. SWI6,"",bacteria,false,52.10956359681434,100,100,11.00489834498805,935,6,909,99.4288,378.472,10^-233.435,,,,,100,0.035309834261993744,3,,,89.9333,49.3333,10^-307.653,,,,,
2078787,1,286,Pseudomonas sp. JV551A1,"",bacteria,false,31.246535549293707,100,,,,,,,,,,,,,100,0.9415955803198331,80,2,78,69.9136,75.6389,10^-38.9074,,,,,
2078786,1,286,Pseudomonas inefficax,"",bacteria,false,8.202215581689599,100,,,,,,,,,,,,,100,0.2471688398339562,21,,,99.39,47.25,10^-307.653,,,,,
2487887,1,286,Pseudomonas sp. KU43P,"",bacteria,false,6.265079282435636,100,100,1.3535436467097601,115,,,99.651,134.696,10^-79.4305,,,,,,,,,,,,,,,,,
287,1,286,Pseudomonas aeruginosa,"",bacteria,false,5.966838977192706,0.6401074928615735,0.6401074928615735,208.04554347166714,17676,11,17154,98.74,1961.81,10^-289.114,52.8406,242.467,,,-0.21857028745810594,2.718857238173518,231,3,14,99.5744,48.4486,10^-268.91,28.732,119.015,,,
2083053,1,286,Pseudomonas sp. SWI44,"",bacteria,false,4.995395949302694,100,100,0.2353988950799583,20,,,94.6167,135.611,10^-71.0282,,,,,100,0.11769944753997914,10,,,96.2975,49.25,10^-243.109,,,,,
2054914,1,286,Pseudomonas sp. 02C 26,"",bacteria,false,2.1246790609999113,100,100,0.4590278454059187,39,,,98.8875,144.094,10^-84.2058,,,,,,,,,,,,,,,,,
2219225,1,286,Pseudomonas asiatica,"",bacteria,false,1.9529084718308567,100,,,,,,,,,,,,,100,0.05884972376998957,5,,,95.56,40.2,10^-307.653,,,,,
2078785,1,286,Pseudomonas sp. JV241A,"",bacteria,false,1.5623267774646854,100,,,,,,,,,,,,,100,0.04707977901599166,4,,,95.45,41.0,10^-307.653,,,,,
1785145,1,286,Pseudomonas sp. MS586,"",bacteria,false,1.5623267774646854,100,-100,0.0,0,,,0,0,10^0,0.137659,0.39392,,,100,0.04707977901599166,4,,,93.95,33.25,10^-307.653,,,,,
2518644,1,286,Pseudomonas sp. SNU WT1,"",bacteria,false,0.7811633887323427,100,,,,,,,,,,,,,100,0.02353988950799583,2,,,97.1,34.0,10^-307.653,,,,,
2479852,1,286,Pseudomonas sp. p99-361,"",bacteria,false,0.7811633887323427,100,,,,,,,,,,,,,100,0.02353988950799583,2,,,100.0,37.0,10^-307.653,,,,,
2109731,1,286,Pseudomonas sp. BBP2017,"",bacteria,false,0.7811633887323427,100,,,,,,,,,,,,,100,0.02353988950799583,2,,,100.0,39.0,10^-307.653,,,,,
2009002,1,286,Pseudomonas sp. Irchel 3F5,"",bacteria,false,0.7811633887323427,100,,,,,,,,,,,,,100,0.02353988950799583,2,,,97.1,34.0,10^-307.653,,,,,
1366632,1,286,Pseudomonas sp. MN1F,"",bacteria,false,0.7811633887323427,100,,,,,,,,,,,,,100,0.02353988950799583,2,,,99.0,49.0,10^-307.653,,,,,
483968,1,286,Pseudomonas sp. H9,"",bacteria,false,0.7811633887323427,100,,,,,,,,,,,,,100,0.02353988950799583,2,,,95.0,40.0,10^-307.653,,,,,
2614538,1,286,Pseudomonas sp. MC042,"",bacteria,false,0.39058169436617135,100,,,,,,,,,,,,,100,0.011769944753997915,1,,,91.8,49.0,10^-307.653,,,,,
2559075,1,286,Pseudomonas sp. RIT623,"",bacteria,false,0.39058169436617135,100,,,,,,,,,,,,,100,0.011769944753997915,1,,,93.9,49.0,10^-307.653,,,,,
2213015,1,286,Pseudomonas sichuanensis,"",bacteria,false,0.39058169436617135,100,,,,,,,,,,,,,100,0.011769944753997915,1,,,100.0,49.0,10^-307.653,,,,,
1712680,1,286,Pseudomonas sp. 2995-3,"",bacteria,false,0.39058169436617135,100,,,,,,,,,,,,,100,0.011769944753997915,1,,,100.0,50.0,10^-307.653,,,,,
1573711,1,286,Pseudomonas sp. R76,"",bacteria,false,0.39058169436617135,100,,,,,,,,,,,,,100,0.011769944753997915,1,,,100.0,16.0,10^-307.653,,,,,
2083052,1,286,Pseudomonas sp. SWI36,"",bacteria,false,0.21791580112819606,100,100,0.04707977901599166,4,,,93.1,89.0,10^-38.4212,,,,,,,,,,,,,,,,,
1306993,1,286,Pseudomonas soli,"",bacteria,false,0.21791580112819606,100,100,0.04707977901599166,4,,,91.75,138.5,10^-67.014,,,,,-100,0.0,0,,,0,0,10^0,0.0117768,0.0695825,,,
2706126,1,286,Pseudomonas sp. OIL-1,"",bacteria,false,0.10895790056409803,100,100,0.02353988950799583,2,,,97.2,107.0,10^-56.8239,,,,,,,,,,,,,,,,,
2597770,1,286,Pseudomonas sp. BJP69,"",bacteria,false,0.10895790056409803,100,100,0.02353988950799583,2,,,93.8,130.0,10^-65.6576,,,,,,,,,,,,,,,,,
1736226,1,286,Pseudomonas sp. Leaf58,"",bacteria,false,0.10895790056409803,100,100,0.02353988950799583,2,,,87.05,143.0,10^-60.1322,,,,,-100,0.0,0,,,0,0,10^0,0.0164832,0.0735287,,,
1636610,1,286,Pseudomonas sp. PONIH3,"",bacteria,false,0.10895790056409803,100,100,0.02353988950799583,2,,,95.25,147.5,10^-78.9915,,,,,,,,,,,,,,,,,
1308935,1,286,Pseudomonas sp. Ulm1,"",bacteria,false,0.10895790056409803,100,100,0.02353988950799583,2,,,93.1,87.0,10^-39.0809,,,,,,,,,,,,,,,,,
1264428,1,286,Pseudomonas sp. 2085,"",bacteria,false,0.10895790056409803,100,100,0.02353988950799583,2,,,100.0,150.0,10^-90.3098,,,,,,,,,,,,,,,,,
1149133,1,286,Pseudomonas furukawaii,"",bacteria,false,0.10895790056409803,100,100,0.02353988950799583,2,,,94.286,245.0,10^-101.004,,,,,,,,,,,,,,,,,
29438,1,286,Pseudomonas savastanoi,"",bacteria,false,0.06600478539397872,0.3840704212695913,-100,0.0,0,,,0,0,10^0,0.0525194,0.172657,,,0.3840704212695913,0.5178775691759082,44,,,82.7786,35.0238,10^-307.653,0.203683,0.818065,,,
2587597,1,286,Pseudomonas sp. SWI7,"",bacteria,false,0.054478950282049014,100,100,0.011769944753997915,1,,,100.0,150.0,10^-90.3098,,,,,,,,,,,,,,,,,
1594829,1,286,Pseudomonas sp. SRP1110,"",bacteria,false,0.054478950282049014,100,100,0.011769944753997915,1,,,100.0,150.0,10^-90.3098,,,,,,,,,,,,,,,,,
303,1,286,Pseudomonas putida,"",bacteria,false,0.03169395471291031,0.031096533772850907,-0.19671051118807142,3.4956735919373805,297,,,98.8348,137.007,10^-78.7223,16.839,67.8323,,,0.031096533772850907,6.15568110634091,523,4,427,99.6861,71.9892,10^-91.7984,5.29575,27.6536,,,
36746,1,286,Pseudomonas cichorii,"",bacteria,false,0.02961465059641856,1.2636985221267927,-100,0.0,0,,,0,0,10^0,0.0681499,0.214397,,,1.2636985221267927,0.07061966852398749,6,1,4,60.938,25.3333,10^-102.704,0.0108787,0.0472747,,,
312306,1,286,Pseudomonas entomophila,"",bacteria,false,0.021164220349979824,0.3650527183633613,0.3650527183633613,0.6238070719618894,53,,,98.0087,126.652,10^-70.998,0.303393,0.87772,,,0.24727093855082224,0.12946939229397705,11,,,92.9571,45.8571,10^-307.653,0.0524984,0.311282,,,
69328,1,286,Pseudomonas sp. VLB120,"",bacteria,false,0.016587004993696322,0.5283348149967955,0.004960626175651788,0.34132839786593955,29,,,93.8478,129.261,10^-65.232,0.336625,0.948146,,,0.5283348149967955,0.09415955803198332,8,,,96.3803,54.5714,10^-234.725,0.0271107,0.126906,,,
556533,1,286,Pseudomonas benzenivorans,"",bacteria,false,0.0069356154110120265,1.7757144052198897,,,,,,,,,,,,,1.7757144052198897,0.011769944753997915,1,,,76.2,21.0,10^-307.653,0.000778681,0.00618977,,,
46257,1,286,Pseudomonas avellanae,"",bacteria,false,0.006230178252549903,1.5951024695768499,,,,,,,,,,,,,1.5951024695768499,0.011769944753997915,1,,,94.0,50.0,10^-307.653,0.000704368,0.00693722,,,
1661055,1,286,Pseudomonas sp. NBRC 111140,"",bacteria,false,0.0030309213358333123,0.7760018914229543,,,,,,,,,,,,,0.7760018914229543,0.011769944753997915,1,,,88.0,50.0,10^-307.653,0.00161402,0.0130875,,,
78327,1,286,Pseudomonas mosselii,"",bacteria,false,0.0024869769416903916,0.1549192436115915,-0.23322775575066115,0.10592950278598123,9,,,93.9571,173.571,10^-78.5644,0.82425,3.07991,,,0.1549192436115915,0.07061966852398749,6,,,99.6,39.6,10^-307.653,0.046436,0.156105,,,
319939,1,286,Pseudomonas otitidis,"",bacteria,false,0.001954945114041734,1.6646638286311397,1.6646638286311397,0.02353988950799583,2,,,88.8,116.0,10^-49.2441,0.00135325,0.013328,,,0.03614156960028167,0.011769944753997915,1,,,100.0,50.0,10^-307.653,0.0101077,0.0459926,,,
1986221,1,286,Pseudomonas sp. SID14000,"",bacteria,false,0.0016732526636799303,0.14280005846111601,,,,,,,,,,,,,0.14280005846111601,0.035309834261993744,3,,,93.4667,69.3333,10^-135.927,0.0220658,0.0927453,,,
89779,1,286,Pseudomonas sp. PsG,"",bacteria,false,0.0012249131256340214,1.1242077162760917,1.1242077162760917,0.02353988950799583,2,,,100.0,150.0,10^-90.3098,0.00194993,0.0192046,,,,,,,,,,,,,,,
306,1,286,Pseudomonas sp.,"",bacteria,false,0.0006118104275217921,0.20214466006006412,-0.10874512687401892,0.035309834261993744,3,,,99.6667,133.667,10^-78.699,0.0587244,0.215316,,,0.20214466006006412,0.011769944753997915,1,,,100.0,20.0,10^-307.653,0.00491811,0.0338957,,,
