tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
46124,1,117563,Granulicatella adiacens,"",bacteria,false,7500.763877144956,99,99,4.11604449034558,398,3,396,99.1305,892.904,10^-306.152,0.00458005,0.0245224,,,-0.11119166285013919,0.041367281310005825,4,,,99.0,48.25,10^-307.653,0.104783,0.570328,,,
316089,1,117563,uncultured Granulicatella sp.,"",bacteria,false,858.5273092843769,49.02064381899602,49.02064381899602,0.951447470130134,92,1,92,99.705,1016.0,10^-307.653,0.00196662,0.019369,,,,,,,,,,,,,,,
2678504,1,117563,Granulicatella sp. zg-ZJ,"",bacteria,false,0.3785289652454949,100,,,,,,,,,,,,,100,0.020683640655002913,2,,,100.0,31.0,10^-307.653,,,,,
2049028,1,117563,Granulicatella sp.,"",bacteria,false,0.3785289652454949,100,,,,,,,,,,,,,100,0.020683640655002913,2,,,100.0,49.5,10^-307.653,,,,,
1581074,1,117563,Granulicatella sp. HMSC31F03,"",bacteria,false,0.0005138509412797891,0.13574943754873053,,,,,,,,,,,,,0.13574943754873053,0.020683640655002913,2,,,100.0,43.0,10^-307.653,0.0104032,0.075731,,,
1581071,1,117563,Granulicatella sp. HMSC30F09,"",bacteria,false,0.00010139053594020708,0.017856940111033996,,,,,,,,,,,,,0.017856940111033996,0.03102546098250437,3,,,98.6333,47.3333,10^-307.653,0.0288472,0.121984,,,
137732,1,117563,Granulicatella elegans,"",bacteria,false,-0.0007018407559399946,-0.12549058801634952,-100,0.0,0,,,0,0,10^0,0.0182063,0.145081,,,-0.18541269503241736,0.020683640655002913,2,,,100.0,49.5,10^-307.653,1.9024,10.1488,,,
9578,2,9578,Hylobates,"",eukaryota,false,4964.073757200699,100,,,,,,,,,,,,,100,0.49640737572006993,48,1,48,85.0,20.0,10^-4.04721,,,,,[81572]
81572,1,9578,Hylobates moloch,silvery gibbon,eukaryota,false,4964.073757200699,100,,,,,,,,,,,,,100,0.49640737572006993,48,1,48,85.0,20.0,10^-4.04721,,,,,
-200128827,2,-200128827,non-genus-specific reads in family Erysipelotrichaceae,,bacteria,false,1908.4656926483644,7.309909394110456,-100,0.0,0,,,0,0,10^0,0.0526256,0.2237,,,7.309909394110456,2.6371641835128714,255,,,67.347,147.0,10^-50.8729,0.0670439,0.351594,,,[1262981]
1262981,1,-200128827,Erysipelotrichaceae bacterium CAG:64,"",bacteria,false,1908.4656926483644,99,,,,,,,,,,,,,99,2.6371641835128714,255,1,255,67.347,147.0,10^-50.8729,0.00259369,0.0201853,,,
5973,2,5973,Halteria,"",eukaryota,false,1654.691252400233,100,,,,,,,,,,,,,100,0.1654691252400233,16,1,16,55.556,126.0,10^-24.1688,,,,,[5974]
5974,1,5973,Halteria grandinella,"",eukaryota,false,1654.691252400233,100,,,,,,,,,,,,,100,0.1654691252400233,16,1,16,55.556,126.0,10^-24.1688,,,,,
1913599,2,1913599,Peptoanaerobacter,"",bacteria,false,413.67281310005825,100,100,0.041367281310005825,4,,,100.0,147.5,10^-88.608,,,,,-100,0.0,0,,,0,0,10^0,0.072246,0.229707,,,[796937]
796937,1,1913599,Peptoanaerobacter stomatis,"",bacteria,false,413.67281310005825,100,100,0.041367281310005825,4,,,100.0,147.5,10^-88.608,,,,,-100,0.0,0,,,0,0,10^0,0.00754065,0.0352623,,,
12059,2,12059,Enterovirus,"",viruses,false,213.53352833142202,10.030865692879813,7.765594413730657,1.0134983920951428,98,7,69,92.592,379.709,10^-174.88,0.0149672,0.128584,,,10.030865692879813,1.3444366425751895,130,8,109,81.5694,100.393,10^-92.6599,0.015367,0.132498,,,"[147711, 169066]"
147711,1,12059,Rhinovirus A,"",viruses,false,213.53352833142202,12.923547085018253,6.847310364437819,0.8893965481651253,86,6,64,91.8224,394.421,10^-183.768,0.0129956,0.127992,,,12.923547085018253,1.2823857206101807,124,7,104,80.6358,101.566,10^-92.1533,0.0099966,0.0984551,,,
169066,1,12059,Human rhinovirus sp.,"",viruses,false,158.61490503069862,100,100,0.12410184393001748,12,1,5,98.4406,267.9,10^-107.33,,,,,100,0.06205092196500874,6,1,5,98.0617,79.6667,10^-101.609,,,,,
2137425,2,2137425,Novimethylophilus,"",bacteria,false,206.83640655002912,100,,,,,,,,,,,,,100,0.020683640655002913,2,,,85.85,49.5,10^-307.653,,,,,[1825523]
1825523,1,2137425,Novimethylophilus kurashikiensis,"",bacteria,false,206.83640655002912,100,,,,,,,,,,,,,100,0.020683640655002913,2,,,85.85,49.5,10^-307.653,,,,,
2078948,2,2078948,Epidermidibacterium,"",bacteria,false,206.83640655002912,100,100,0.020683640655002913,2,,,99.2,126.0,10^-72.5376,,,,,,,,,,,,,,,,,[1891644]
1891644,1,2078948,Epidermidibacterium keratini,"",bacteria,false,206.83640655002912,100,100,0.020683640655002913,2,,,99.2,126.0,10^-72.5376,,,,,,,,,,,,,,,,,
2045110,2,2045110,Sarcinofilum,"",eukaryota,false,206.83640655002912,100,100,0.020683640655002913,2,,,100.0,150.0,10^-90.3098,,,,,-100,0.0,0,,,0,0,10^0,0.000221467,0.0021812,,,[141643]
141643,1,2045110,Sarcinofilum mucosum,"",eukaryota,false,206.83640655002912,100,100,0.020683640655002913,2,,,100.0,150.0,10^-90.3098,,,,,-100,0.0,0,,,0,0,10^0,0.000221467,0.0021812,,,
221427,2,221427,Polytolypa,"",eukaryota,false,206.83640655002912,100,,,,,,,,,,,,,100,0.020683640655002913,2,,,89.8,49.0,10^-307.653,,,,,[221428]
221428,1,221427,Polytolypa hystricis,"",eukaryota,false,206.83640655002912,100,,,,,,,,,,,,,100,0.020683640655002913,2,,,89.8,49.0,10^-307.653,,,,,
216740,2,216740,Sellaphora,"",eukaryota,false,206.83640655002912,100,100,0.020683640655002913,2,,,100.0,76.0,10^-39.8239,,,,,,,,,,,,,,,,,[216741]
216741,1,216740,Sellaphora pupula,"",eukaryota,false,206.83640655002912,100,100,0.020683640655002913,2,,,100.0,76.0,10^-39.8239,,,,,,,,,,,,,,,,,
35686,2,35686,Dictyocha,"",eukaryota,false,206.83640655002912,100,100,0.020683640655002913,2,,,87.5,104.0,10^-41.0605,,,,,,,,,,,,,,,,,[35687]
35687,1,35686,Dictyocha speculum,"",eukaryota,false,206.83640655002912,100,100,0.020683640655002913,2,,,87.5,104.0,10^-41.0605,,,,,,,,,,,,,,,,,
6944,2,6944,Ixodes,"",eukaryota,false,206.83640655002912,100,,,,,,,,,,,,,100,0.020683640655002913,2,,,78.9,19.0,10^-307.653,,,,,[6945]
6945,1,6944,Ixodes scapularis,black-legged tick,eukaryota,false,206.83640655002912,100,,,,,,,,,,,,,100,0.020683640655002913,2,,,78.9,19.0,10^-307.653,,,,,
3766,2,3766,Pyrus,pears,eukaryota,false,206.83640655002912,100,-100,0.0,0,,,0,0,10^0,0.00326385,0.0226496,,,100,0.020683640655002913,2,,,91.45,29.0,10^-307.653,,,,,[225117]
225117,1,3766,Pyrus x bretschneideri,Chinese white pear,eukaryota,false,206.83640655002912,100,-100,0.0,0,,,0,0,10^0,0.00284306,0.0223214,,,100,0.020683640655002913,2,,,91.45,29.0,10^-307.653,,,,,
1016,2,1016,Capnocytophaga,"",bacteria,false,187.7396301395211,0.40939283031515794,0.40939283031515794,4.622793686393151,447,2,426,96.9129,1655.99,10^-297.302,2.10434,6.15168,,,0.20417466893928485,1.8511858386227606,179,1,149,96.783,81.1132,10^-81.9783,1.28973,2.74988,,,"[1017, 44737, 1945658, 45242, 936370, 1018]"
1017,1,1016,Capnocytophaga gingivalis,"",bacteria,false,187.7396301395211,99,99,4.581426405083145,443,2,426,96.9101,1667.42,10^-299.143,0.00364085,0.0225482,,,6.44494669521838,1.5616148694527199,151,1,149,96.5269,87.7164,10^-43.9782,0.0659232,0.232072,,,
44737,1,1016,Capnocytophaga sp.,"",bacteria,false,4.223075483194353,100,,,,,,,,,,,,,100,0.20683640655002913,20,,,98.4412,44.7059,10^-275.309,,,,,
1945658,1,1016,Capnocytophaga sp. H4358,"",bacteria,false,0.8467734188973309,100,100,0.020683640655002913,2,,,96.3,54.0,10^-22.1308,,,,,,,,,,,,,,,,,
45242,1,1016,Capnocytophaga granulosa,"",bacteria,false,-4.464857903303581e-06,-0.0005286263436530317,-100,0.0,0,,,0,0,10^0,0.00486885,0.0239213,,,-0.0005286263436530317,0.041367281310005825,4,,,97.65,46.25,10^-307.653,0.0414827,0.218337,,,
936370,1,1016,Capnocytophaga sp. CM59,"",bacteria,false,-0.0012905663054781121,-0.15279934145315374,,,,,,,,,,,,,-0.15279934145315374,0.041367281310005825,4,,,97.45,49.5,10^-307.653,0.115548,0.485478,,,
1018,1,1016,Capnocytophaga ochracea,"",bacteria,false,-0.0016386595412467573,-0.18437931608694375,-0.19351806571592917,0.020683640655002913,2,,,99.3,150.0,10^-88.9208,0.508175,2.5191,,,-100,0.0,0,,,0,0,10^0,0.0188231,0.102089,,,
1301,2,1301,Streptococcus,"",bacteria,false,171.96551397904545,-0.19553217214482194,-0.19553217214482194,11.686256970076647,1130,5,1026,99.1832,1384.75,10^-285.1,351.66,1738.71,,,-0.19743408061970855,15.626490514854702,1511,9,1404,88.8759,123.253,10^-88.2243,222.184,1046.21,,,"[113107, 1433513, 1338, 1306, 2610896, 2598453, 2382163, 2172545, 1311, 1579343, 1203590, 1715122, 68892, 68891, 78535, 1739491, 59310, 1739461, 1419814, 1902136, 1302, 1759399, 1156433, 1314, 1307, 712624, 1318, 28037, 1303, 1336, 712633, 1328, 1313]"
113107,1,1301,Streptococcus australis,"",bacteria,false,171.96551397904545,99,99,8.883623661323751,859,2,850,99.5439,1709.53,10^-305.643,0.00201413,0.0198369,,,-0.14282815960727455,0.03102546098250437,3,,,100.0,43.3333,10^-307.653,0.933001,6.31511,,,
1433513,1,1301,Streptococcus gwangjuense,"",bacteria,false,16.9861321775698,100,100,0.8687129075101223,84,1,84,99.818,548.0,10^-307.653,,,,,,,,,,,,,,,,,
1338,1,1301,Streptococcus intermedius,"",bacteria,false,1.1015259906962966,0.7183493478034708,-100,0.0,0,,,0,0,10^0,0.350018,1.55983,,,0.7183493478034708,7.766707065953594,751,1,751,94.215,121.0,10^-76.057,2.01168,8.01146,,,
1306,1,1301,Streptococcus sp.,"",bacteria,false,0.8167311153177852,100,,,,,,,,,,,,,100,0.041367281310005825,4,,,98.193,66.25,10^-180.02,,,,,
2610896,1,1301,Streptococcus sp. LPB0220,"",bacteria,false,0.8088634370271334,100,100,0.041367281310005825,4,,,93.55,128.75,10^-64.4784,,,,,,,,,,,,,,,,,
2598453,1,1301,Streptococcus sp. 116-D4,"",bacteria,false,0.8088634370271334,100,100,0.041367281310005825,4,1,4,93.75,272.0,10^-111.699,,,,,,,,,,,,,,,,,
2382163,1,1301,Streptococcus koreensis,"",bacteria,false,0.4044317185135667,100,100,0.020683640655002913,2,,,100.0,99.0,10^-55.4949,,,,,,,,,,,,,,,,,
2172545,1,1301,Streptococcus halitosis,"",bacteria,false,0.2041827788294463,100,,,,,,,,,,,,,100,0.010341820327501456,1,,,98.0,49.0,10^-307.653,,,,,
1311,1,1301,Streptococcus agalactiae,"",bacteria,false,0.027685273375869866,0.13858862379925338,-0.22132562997657257,0.020683640655002913,2,,,100.0,96.0,10^-53.4437,0.411828,1.76728,,,0.13858862379925338,1.044523853077647,101,1,99,94.8454,105.779,10^-66.8769,0.683136,2.60763,,,
1579343,1,1301,Streptococcus sp. 263_SSPC,"",bacteria,false,0.018886673516254525,0.5138825349557827,,,,,,,,,,,,,0.5138825349557827,0.18615276589502622,18,,,97.4339,48.4375,10^-273.914,0.0798279,0.206905,,,
1203590,1,1301,Streptococcus sp. HPH0090,"",bacteria,false,0.005865380152415745,0.47876876019623343,,,,,,,,,,,,,0.47876876019623343,0.06205092196500874,6,,,97.8,46.0,10^-307.653,0.0203482,0.0871041,,,
1715122,1,1301,Streptococcus sp. HMSC034B04,"",bacteria,false,0.0020950876104417447,0.5130421925033574,,,,,,,,,,,,,0.5130421925033574,0.020683640655002913,2,,,94.3,35.0,10^-307.653,0.00411679,0.0322914,,,
68892,1,1301,Streptococcus infantis,"",bacteria,false,0.0017002911768949503,0.03965380772216749,-100,0.0,0,,,0,0,10^0,0.00778284,0.0548827,,,0.03965380772216749,0.21717822687753058,21,,,98.6158,54.7368,10^-254.485,0.184193,0.83183,,,
68891,1,1301,Streptococcus peroris,"",bacteria,false,0.0013238744841690612,0.1620942877453554,,,,,,,,,,,,,0.1620942877453554,0.041367281310005825,4,,,97.8765,69.25,10^-183.358,0.021643,0.121684,,,
78535,1,1301,Streptococcus viridans,"",bacteria,false,0.0008092892549146258,0.40021057591083975,0.40021057591083975,0.010341820327501456,1,,,95.8,96.0,10^-47.9586,0.0020928,0.0206117,,,,,,,,,,,,,,,
1739491,1,1301,Streptococcus sp. HMSC067H01,"",bacteria,false,0.000490103479684157,0.12001587070512444,,,,,,,,,,,,,0.12001587070512444,0.020683640655002913,2,,,100.0,29.0,10^-307.653,0.0138123,0.0572536,,,
59310,1,1301,Streptococcus macedonicus,"",bacteria,false,0.00021069858675119756,0.1031911642887346,-100,0.0,0,,,0,0,10^0,0.0204642,0.0820714,,,0.1031911642887346,0.010341820327501456,1,,,100.0,46.0,10^-307.653,0.00689991,0.0333547,,,
1739461,1,1301,Streptococcus sp. HMSC062D07,"",bacteria,false,-0.0001435735783871215,-0.07031620355556449,,,,,,,,,,,,,-0.07031620355556449,0.010341820327501456,1,,,100.0,49.0,10^-307.653,0.0163637,0.08564,,,
1419814,1,1301,Streptococcus sp. VT 162,"",bacteria,false,-0.000624079100246956,-0.15431012744021985,-0.15431012744021985,0.020683640655002913,2,,,96.1,127.0,10^-67.7447,3.52286,22.6957,,,-100,0.0,0,,,0,0,10^0,0.00524539,0.0306612,,,
1902136,1,1301,Streptococcus sp. NPS 308,"",bacteria,false,-0.0006820815615167749,-0.16865184660186203,-0.16865184660186203,0.020683640655002913,2,,,95.7,150.0,10^-81.3858,2.18334,12.8232,,,-100,0.0,0,,,0,0,10^0,0.00262084,0.0148948,,,
1302,1,1301,Streptococcus gordonii,"",bacteria,false,-0.0007957959375977863,-0.13117928213323213,-0.13117928213323213,0.03102546098250437,3,,,100.0,109.667,10^-62.7655,7.35668,55.8446,,,-100,0.0,0,,,0,0,10^0,0.494217,3.63996,,,
1759399,1,1301,Streptococcus sp. A12,"",bacteria,false,-0.000801344490576885,-0.1981408613355344,-0.1981408613355344,0.020683640655002913,2,,,92.0,150.0,10^-73.8383,1.09707,5.43243,,,-100,0.0,0,,,0,0,10^0,0.0112882,0.0444987,,,
1156433,1,1301,Streptococcus sp. I-P16,"",bacteria,false,-0.0009188855784725317,-0.1113442648649159,-0.22955368191288486,0.010341820327501456,1,,,100.0,78.0,10^-41.1871,0.602549,2.57982,,,-0.1113442648649159,0.020683640655002913,2,,,100.0,49.0,10^-307.653,0.191184,1.53129,,,
1314,1,1301,Streptococcus pyogenes,"",bacteria,false,-0.0010325047482777757,-0.18365193790544623,-0.25529766855888686,0.020683640655002913,2,,,100.0,54.0,10^-24.8861,0.237679,0.84997,,,-100,0.0,0,,,0,0,10^0,23.4125,127.483,,,
1307,1,1301,Streptococcus suis,"",bacteria,false,-0.001125629712956421,-0.18376177779038824,-100,0.0,0,,,0,0,10^0,0.336231,1.22694,,,-0.18376177779038824,0.03102546098250437,3,,,100.0,34.6667,10^-307.653,5.14337,27.8205,,,
712624,1,1301,Streptococcus sp. oral taxon 064,"",bacteria,false,-0.0023998011703830154,-0.1483440257358619,-0.1483440257358619,0.08273456262001165,8,,,85.427,199.0,10^-51.1904,4.74808,31.4495,,,-100,0.0,0,,,0,0,10^0,0.00246624,0.0143947,,,
1318,1,1301,Streptococcus parasanguinis,"",bacteria,false,-0.0024971394462243294,-0.15287402422844557,-100,0.0,0,,,0,0,10^0,0.960333,2.61674,,,-0.15287402422844557,0.08273456262001165,8,1,4,100.0,55.0,10^-154.26,0.182415,0.652043,,,
28037,1,1301,Streptococcus mitis,"",bacteria,false,-0.004455824681308564,-0.15252123318262065,-0.15993380399999996,0.08273456262001165,8,,,94.825,99.5,10^-48.6533,81.1044,506.595,,,-0.15252123318262065,0.06205092196500874,6,,,96.1333,55.6667,10^-223.666,11.2396,73.2852,,,
1303,1,1301,Streptococcus oralis,"",bacteria,false,-0.014410568552700117,-0.20684877811375849,-0.20684877811375849,0.20683640655002913,20,,,93.5882,128.375,10^-57.0461,14.5482,69.3326,,,-0.29605571571006856,0.10341820327501457,10,,,99.1111,49.1111,10^-307.653,1.25477,3.88897,,,
1336,1,1301,Streptococcus equi,"",bacteria,false,-0.03482195229790462,-0.15227057353051868,-100,0.0,0,,,0,0,10^0,0.101051,0.39437,,,-0.15227057353051868,1.158283876680163,112,1,112,83.168,101.0,10^-52.3799,3.28022,13.9353,,,
712633,1,1301,Streptococcus sp. oral taxon 431,"",bacteria,false,-0.04687406065918759,-0.19415831505471468,-0.21072918105464475,1.1376002360251602,110,1,88,98.6514,374.55,10^-255.494,2.92895,8.50072,,,-100,0.0,0,,,0,0,10^0,0.00320435,0.0165038,,,
1328,1,1301,Streptococcus anginosus,"",bacteria,false,-0.07594727696662855,-0.15895611497628076,-100,0.0,0,,,0,0,10^0,0.711649,2.00288,,,-0.15895611497628076,2.4199859566353408,234,1,233,90.3016,185.301,10^-119.301,23.0296,129.656,,,
1313,1,1301,Streptococcus pneumoniae,"",bacteria,false,-0.09413007430092543,-0.19359636189568202,-0.20927169669982568,0.1654691252400233,16,,,95.1125,110.938,10^-56.2951,14.2392,67.251,,,-0.19359636189568202,2.285542292377822,221,4,205,64.6276,112.051,10^-55.3103,57.4516,284.954,,,
906,2,906,Megasphaera,"",bacteria,false,142.7303812873659,0.9262605534883516,0.9262605534883516,3.2266479421804544,312,3,310,92.6079,1138.05,10^-294.704,0.641464,2.79099,,,0.19036572717582445,0.1654691252400233,16,,,99.2674,46.4286,10^-270.51,0.10783,0.302781,,,"[2144175, 187326, 907]"
2144175,1,906,Megasphaera stantonii,"",bacteria,false,142.7303812873659,100,100,1.540931228797717,149,2,149,93.1133,1147.67,10^-283.773,,,,,,,,,,,,,,,,,
187326,1,906,Megasphaera micronuciformis,"",bacteria,false,1.9546585540969739,100,100,0.020683640655002913,2,,,100.0,150.0,10^-90.3098,,,,,1.232220343342714,0.1654691252400233,16,,,99.2674,46.4286,10^-270.51,0.0209802,0.117259,,,
907,1,906,Megasphaera elsdenii,"",bacteria,false,0.571972432088259,0.3708677449694655,0.3708677449694655,1.6650330727277345,161,1,161,92.038,1143.0,10^-307.653,0.633661,2.78097,,,-100,0.0,0,,,0,0,10^0,0.00314767,0.0179919,,,
2026349,2,2026349,Enterovirga,"",bacteria,false,103.41820327501456,100,-100,0.0,0,,,0,0,10^0,0.000671378,0.0066123,,,100,0.010341820327501456,1,,,77.6,49.0,10^-307.653,,,,,[1339210]
1339210,1,2026349,Enterovirga rhinocerotis,"",bacteria,false,103.41820327501456,100,,,,,,,,,,,,,100,0.010341820327501456,1,,,77.6,49.0,10^-307.653,,,,,
1981958,2,1981958,Pseudomicrostroma,"",eukaryota,false,103.41820327501456,100,,,,,,,,,,,,,100,0.010341820327501456,1,,,93.9,33.0,10^-307.653,,,,,[1684307]
1684307,1,1981958,Pseudomicrostroma glucosiphilum,"",eukaryota,false,103.41820327501456,100,,,,,,,,,,,,,100,0.010341820327501456,1,,,93.9,33.0,10^-307.653,,,,,
126277,2,126277,Microthlaspi,"",eukaryota,false,103.41820327501456,100,,,,,,,,,,,,,100,0.010341820327501456,1,,,86.7,45.0,10^-307.653,,,,,[1685480]
1685480,1,126277,Microthlaspi erraticum,"",eukaryota,false,103.41820327501456,100,,,,,,,,,,,,,100,0.010341820327501456,1,,,86.7,45.0,10^-307.653,,,,,
114778,2,114778,Hexagonia,"",eukaryota,false,103.41820327501456,100,100,0.010341820327501456,1,,,100.0,150.0,10^-90.3098,,,,,,,,,,,,,,,,,[252826]
252826,1,114778,Hexagonia apiaria,"",eukaryota,false,103.41820327501456,100,100,0.010341820327501456,1,,,100.0,150.0,10^-90.3098,,,,,,,,,,,,,,,,,
51027,2,51027,Enterobius,"",eukaryota,false,103.41820327501456,100,-100,0.0,0,,,0,0,10^0,0.0590537,0.216962,,,100,0.010341820327501456,1,,,88.6,44.0,10^-307.653,,,,,[51028]
51028,1,51027,Enterobius vermicularis,human pinworm,eukaryota,false,103.41820327501456,100,-100,0.0,0,,,0,0,10^0,0.0590537,0.216962,,,100,0.010341820327501456,1,,,88.6,44.0,10^-307.653,,,,,
50949,2,50949,Navicula,"",eukaryota,false,103.41820327501456,100,100,0.020683640655002913,2,,,100.0,150.0,10^-90.3098,,,,,,,,,,,,,,,,,"[1960176, 186032]"
1960176,1,50949,Navicula sp. RCC4611,"",eukaryota,false,103.41820327501456,100,100,0.010341820327501456,1,,,100.0,150.0,10^-90.3098,,,,,,,,,,,,,,,,,
186032,1,50949,Navicula cf. erifuga,"",eukaryota,false,103.41820327501456,100,100,0.010341820327501456,1,,,100.0,150.0,10^-90.3098,,,,,,,,,,,,,,,,,
49693,2,49693,Apostasia,"",eukaryota,false,103.41820327501456,100,,,,,,,,,,,,,100,0.010341820327501456,1,,,86.7,45.0,10^-307.653,,,,,[1088818]
1088818,1,49693,Apostasia shenzhenica,"",eukaryota,false,103.41820327501456,100,,,,,,,,,,,,,100,0.010341820327501456,1,,,86.7,45.0,10^-307.653,,,,,
9903,2,9903,Bos,"""oxen",eukaryota,false,103.41820327501456,100,,,,,,,,,,,,,100,0.010341820327501456,1,,,100.0,28.0,10^-307.653,,,,,[9913]
9913,1,9903,Bos taurus,cattle,eukaryota,false,103.41820327501456,100,,,,,,,,,,,,,100,0.010341820327501456,1,,,100.0,28.0,10^-307.653,,,,,
1578,2,1578,Lactobacillus,"",bacteria,false,73.05410021386965,-0.3397763278528946,-0.3459610949760315,0.020683640655002913,2,,,92.1,38.0,10^-9.92082,38.4151,110.979,,,-0.3397763278528946,3.0922042779229355,299,4,298,76.1689,140.816,10^-64.7106,32.0281,85.1616,,,"[83683, 1612, 1589, 1596]"
83683,1,1578,Lactobacillus amylolyticus,"",bacteria,false,73.05410021386965,99,-100,0.0,0,,,0,0,10^0,0.0759191,0.439124,,,99,2.171782268775306,210,3,210,71.6424,160.233,10^-67.7972,0.0020794,0.0185946,,,
1612,1,1578,Lactobacillus farciminis,"",bacteria,false,0.3976871285519576,1.2860822848456968,-100,0.0,0,,,0,0,10^0,0.0798403,0.442167,,,1.2860822848456968,0.9100801888201282,88,1,88,87.234,94.0,10^-53.9586,0.144559,0.595235,,,
1589,1,1578,Lactobacillus pentosus,"",bacteria,false,-0.0002292466724170078,-0.032036775175028995,-0.032036775175028995,0.020683640655002913,2,,,92.1,38.0,10^-9.92082,0.025227,0.141817,,,-100,0.0,0,,,0,0,10^0,0.10412,0.642755,,,
1596,1,1578,Lactobacillus gasseri,"",bacteria,false,-0.0008945353370517831,-0.2189516811065797,-100,0.0,0,,,0,0,10^0,2.33004,10.6418,,,-0.25457010082749293,0.010341820327501456,1,,,86.7,45.0,10^-307.653,1.45825,5.68766,,,
59734,2,59734,Empedobacter,"",bacteria,false,65.56764210218385,3.3640307154530418,-100,0.0,0,,,0,0,10^0,0.0731749,0.555084,,,3.3640307154530418,3.867840802485545,374,1,374,82.796,93.0,10^-48.6038,0.327804,1.05232,,,[247]
247,1,59734,Empedobacter brevis,"",bacteria,false,65.56764210218385,5.039193360483132,,,,,,,,,,,,,5.039193360483132,3.867840802485545,374,1,374,82.796,93.0,10^-48.6038,0.14106,0.739559,,,
29465,2,29465,Veillonella,"",bacteria,false,53.77617648360464,0.027957037490790915,0.027957037490790915,19.64945862225277,1900,4,1802,99.5625,1588.0,10^-294.034,17.4569,78.426,,,-0.05051329186578512,11.231216875666583,1086,1,1021,96.9286,150.5,10^-112.421,14.1243,57.2737,,,"[39778, 2027459, 1403932, 2293250, 2292378, 1911680, 248316, 1911679, 1110546, 936591, 671228, 457416, 39777, 29466]"
39778,1,29465,Veillonella dispar,"",bacteria,false,53.77617648360464,100,100,19.23578580915271,1860,4,1802,99.6392,1618.69,10^-298.911,,,,,-0.16534517890808076,0.1654691252400233,16,,,98.9553,48.6429,10^-267.528,0.379983,1.29737,,,
2027459,1,29465,Veillonella sp. T11011-6,"",bacteria,false,0.15671981658797715,100,,,,,,,,,,,,,100,0.03102546098250437,3,,,100.0,44.3333,10^-307.653,,,,,
