tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
-200128827,2,-200128827,non-genus-specific reads in family Erysipelotrichaceae,,bacteria,false,1602820.6308635215,99,-0.12946978490448566,0.023663209116866556,2,,,99.3,150.0,10^-88.9208,0.0526256,0.2237,,,99,163.53643820666477,13822,,,64.8881,130.983,10^-34.1807,0.0670439,0.351594,,,"[1262981, 713465, 331630]"
1262981,1,-200128827,Erysipelotrichaceae bacterium CAG:64,"",bacteria,false,1602820.6308635215,99,,,,,,,,,,,,,99,163.53643820666477,13822,1,13820,64.8881,130.983,10^-34.1807,0.00259369,0.0201853,,,
713465,1,-200128827,Erysipelotrichaceae bacterium oral taxon A18,"",bacteria,false,0.15318352972552884,100,100,0.011831604558433278,1,,,99.3,150.0,10^-88.9208,,,,,,,,,,,,,,,,,
331630,1,-200128827,uncultured Erysipelotrichaceae bacterium,"",bacteria,false,0.15318352972552884,100,100,0.011831604558433278,1,,,99.3,150.0,10^-88.9208,,,,,,,,,,,,,,,,,
724,2,724,Haemophilus,"",bacteria,false,1484009.156565093,32.543605298666456,32.543605298666456,1376.5125375372445,116342,138,112988,99.3193,678.187,10^-252.95,15.8644,41.81,,,11.249435258134078,250.1911099926301,21146,80,20041,95.737,68.1276,10^-55.0351,5.877,21.7179,,,"[727, 735, 726, 249188, 729, 712310, 2609963, 1739280, 1859695, 237779, 1715211, 1078480, 736, 730]"
727,1,724,Haemophilus influenzae,"",bacteria,false,1484009.156565093,50.59121440529154,50.59121440529154,855.9219369661802,72342,98,70083,99.7205,408.336,10^-235.822,2.90853,16.8609,,,29.583680641921426,224.76499179655698,18997,69,18247,95.867,68.8026,10^-51.8076,1.86675,7.5345,,,
735,1,724,Haemophilus parahaemolyticus,"",bacteria,false,1232161.8039181577,100,100,378.5995142653065,31999,18,31369,98.4098,1336.02,10^-291.784,,,,,2.6228272615530677,2.117857215959557,179,2,12,98.5825,49.3669,10^-267.809,0.108963,0.765927,,,
726,1,724,Haemophilus haemolyticus,"",bacteria,false,347020.068177628,99,99,107.4782958088079,9084,8,9002,99.7213,397.412,10^-268.686,0.00647029,0.045442,,,5.437226825084821,12.174721090627843,1029,6,954,91.761,63.4989,10^-54.3946,0.405898,2.16449,,,
249188,1,724,Haemophilus pittmaniae,"",bacteria,false,11190.00929318102,100,100,0.11831604558433279,10,,,92.6222,115.222,10^-55.1489,,,,,99,9.701915737915288,820,1,820,97.015,67.0,10^-40.7905,0.00284009,0.0171796,,,
729,1,724,Haemophilus parainfluenzae,"",bacteria,false,4453.791671129211,4.061038074968743,4.061038074968743,33.589925341392075,2839,12,2521,99.3012,281.873,10^-167.484,2.06031,7.76393,,,1.1729971312172618,1.1003392239342948,93,1,4,99.3942,48.7093,10^-291.13,0.268235,0.709383,,,
712310,1,724,Haemophilus sp. oral taxon 036,"",bacteria,false,2233.2497990374213,100,100,0.6862330643891301,58,2,13,98.4867,130.315,10^-68.7388,,,,,,,,,,,,,,,,,
2609963,1,724,Haemophilus sp. SZY H2,"",bacteria,false,53.23954779197568,100,,,,,,,,,,,,,100,0.04732641823373311,4,,,98.0,49.0,10^-307.653,,,,,
1739280,1,724,Haemophilus sp. HMSC066D03,"",bacteria,false,13.30988694799392,100,,,,,,,,,,,,,100,0.011831604558433278,1,,,100.0,49.0,10^-307.653,,,,,
1859695,1,724,Haemophilus sp. CCUG 60358,"",bacteria,false,0.06991690081283185,0.5253004859171234,,,,,,,,,,,,,0.5253004859171234,0.011831604558433278,1,,,98.0,49.0,10^-307.653,0.00292545,0.0169544,,,
237779,1,724,uncultured Haemophilus sp.,"",bacteria,false,0.04385073583787669,0.11388527515789247,0.11388527515789247,0.011831604558433278,1,,,98.9,93.0,10^-50.0315,0.00625011,0.0490098,,,,,,,,,,,,,,,
1715211,1,724,Haemophilus sp. HMSC061E01,"",bacteria,false,0.013802013537012733,0.051848725653875626,,,,,,,,,,,,,0.051848725653875626,0.023663209116866556,2,,,100.0,47.0,10^-307.653,0.0193794,0.0826213,,,
1078480,1,724,Haemophilus sputorum,"",bacteria,false,-0.04472897401166149,-0.16802912822036814,,,,,,,,,,,,,-0.16802912822036814,0.023663209116866556,2,,,100.0,45.5,10^-307.653,0.126061,0.609405,,,
736,1,724,Haemophilus paraphrohaemolyticus,"",bacteria,false,-0.1409502042422825,-0.07564205294102103,,,,,,,,,,,,,-0.07564205294102103,0.16564246381806588,14,,,95.8756,60.7857,10^-219.308,0.62709,6.10041,,,
730,1,724,[Haemophilus] ducreyi,"",bacteria,false,-1.26805168494412,-0.14340311457936256,-0.34388779731917685,0.1064844410258995,9,,,100.0,74.2222,10^-38.6341,10.3617,29.8214,,,-0.14340311457936256,0.04732641823373311,4,1,4,50.0,28.0,10^-2.39794,0.21224,1.15,,,
3705,2,3705,Brassica,"",eukaryota,false,1231511.7276639123,99,-100,0.0,0,,,0,0,10^0,0.0721298,0.247635,,,99,125.68713522423671,10623,1,10619,34.0355,243.913,10^-24.5066,0.0254745,0.117569,,,"[3711, 3708]"
3711,1,3705,Brassica rapa,field mustard,eukaryota,false,1231511.7276639123,99,-100,0.0,0,,,0,0,10^0,0.0111092,0.0735902,,,99,125.65164041056141,10620,1,10619,34.0204,243.978,10^-24.4131,0.000646388,0.00636618,,,
3708,1,3705,Brassica napus,rape,eukaryota,false,2.4746460834499393,0.7042275334649089,-100,0.0,0,,,0,0,10^0,0.0127751,0.052044,,,0.7042275334649089,0.03549481367529984,3,,,79.9333,47.3333,10^-307.653,0.00866297,0.0381011,,,
189330,2,189330,Dorea,"",bacteria,false,1071755.0577873944,68.05611048274119,-100,0.0,0,,,0,0,10^0,0.00268551,0.0264492,,,68.05611048274119,222.05555435267576,18768,2,18760,48.8687,167.788,10^-35.0983,0.920154,3.24931,,,[88431]
88431,1,189330,Dorea longicatena,"",bacteria,false,1071755.0577873944,70.91968142447438,,,,,,,,,,,,,70.91968142447438,222.05555435267576,18768,2,18760,48.8687,167.788,10^-35.0983,0.810261,3.11966,,,
45667,2,45667,Halobacillus,"",bacteria,false,1068469.7795381628,99,-100,0.0,0,,,0,0,10^0,0.0786038,0.219396,,,99,109.01640440140422,9214,1,9213,76.8134,137.987,10^-60.2373,0.177477,0.682095,,,[156205]
156205,1,45667,Halobacillus trueperi,"",bacteria,false,1068469.7795381628,99,,,,,,,,,,,,,99,109.01640440140422,9214,1,9213,76.8134,137.987,10^-60.2373,0.012337,0.0644656,,,
59739,2,59739,Flammeovirga,"",bacteria,false,701338.1280926763,89.36630600050484,-100,0.0,0,,,0,0,10^0,0.0422726,0.156202,,,89.36630600050484,79.27175054150297,6700,1,6700,65.385,104.0,10^-40.2168,0.148968,0.885376,,,[367791]
367791,1,59739,Flammeovirga yaeyamensis,"",bacteria,false,701338.1280926763,99,,,,,,,,,,,,,99,79.27175054150297,6700,1,6700,65.385,104.0,10^-40.2168,0.00555719,0.0315465,,,
745,2,745,Pasteurella,"",bacteria,false,527857.9691901115,99,0.9434606442253793,1.1831604558433277,100,,,98.4457,108.802,10^-59.1311,0.166742,1.07733,,,99,53.85746394998828,4552,4,4352,92.8912,52.9466,10^-41.7842,0.0478983,0.168933,,,"[747, 754]"
747,1,745,Pasteurella multocida,"",bacteria,false,527857.9691901115,99,0.900525407822668,1.1358340376095948,96,,,98.9104,109.519,10^-60.1747,0.165671,1.07733,,,99,53.85746394998828,4552,4,4352,92.8912,52.9466,10^-41.7842,0.0259849,0.0825337,,,
754,1,745,Pasteurella dagmatis,"",bacteria,false,4.465061303567758,100,100,0.04732641823373311,4,,,89.5,95.0,10^-39.041,,,,,-100,0.0,0,,,0,0,10^0,0.00731839,0.0442449,,,
196082,2,196082,Parascardovia,"",bacteria,false,459423.1661993953,99,99,46.805827633162046,3956,5,3695,95.617,1516.42,10^-270.741,0.00343453,0.0241541,,,59.90083421868748,0.18930567293493245,16,,,99.4762,49.5625,10^-206.795,0.000320338,0.00315497,,,[78258]
78258,1,196082,Parascardovia denticolens,"",bacteria,false,459423.1661993953,99,99,46.805827633162046,3956,5,3695,95.617,1516.42,10^-270.741,0.00343453,0.0241541,,,59.90083421868748,0.18930567293493245,16,,,99.4762,49.5625,10^-206.795,0.000320338,0.00315497,,,
33024,2,33024,Phascolarctobacterium,"",bacteria,false,410355.15417020355,37.78804909609694,-0.0722013371535841,0.023663209116866556,2,,,88.5,87.0,10^-33.5956,0.0819081,0.806701,,,37.78804909609694,109.69080586123492,9271,3,9217,77.5616,191.991,10^-94.3721,0.442155,2.89109,,,"[1262914, 626940, 33025]"
1262914,1,33024,Phascolarctobacterium sp. CAG:207,"",bacteria,false,410355.15417020355,99,,,,,,,,,,,,,99,109.69080586123492,9271,3,9217,77.5616,191.991,10^-94.3721,0.196001,1.0332,,,
626940,1,33024,Phascolarctobacterium succinatutens,"",bacteria,false,0.08542576697913236,100,100,0.011831604558433278,1,,,88.9,90.0,10^-35.6383,,,,,-100,0.0,0,,,0,0,10^0,0.0394381,0.187379,,,
33025,1,33024,Phascolarctobacterium faecium,"",bacteria,false,0.08542576697913236,100,100,0.011831604558433278,1,,,88.1,84.0,10^-31.5528,,,,,,,,,,,,,,,,,
1578,2,1578,Lactobacillus,"",bacteria,false,408953.31876315176,9.685312419232822,2.019768319778979,262.5669683607513,22192,7,21936,99.8261,2306.21,10^-304.403,38.4151,110.979,,,9.685312419232822,856.844802121738,72420,19,72083,84.7366,159.088,10^-86.5253,32.0281,85.1616,,,"[1613, 83683, 227942, 872327, 2042044, 947835, 2692756, 2099789, 2099788, 1303590, 2419772, 148604, 1624, 60520, 375175, 1633, 104955, 1600, 153152, 637971, 33959, 1599, 1589, 1590, 1596, 1598, 147802, 47715, 1597, 109790, 47770]"
1613,1,1578,Lactobacillus fermentum,"",bacteria,false,408953.31876315176,99,0.21579130809281713,0.18930567293493245,16,1,4,99.25,157.438,10^-83.6666,0.111383,0.361102,,,99,426.5056811224028,36048,2,36044,91.6446,153.983,10^-93.2344,0.32841,1.05803,,,
83683,1,1578,Lactobacillus amylolyticus,"",bacteria,false,404914.5245970841,99,-0.1459439598873364,0.011831604558433278,1,,,89.3,150.0,10^-68.3468,0.0759191,0.439124,,,99,422.29362989960055,35692,5,35683,77.9154,166.483,10^-78.3206,0.0020794,0.0185946,,,
227942,1,1578,Lactobacillus gastricus,"",bacteria,false,54623.70307702459,100,100,261.82157727357,22129,5,21928,99.839,2313.0,10^-305.159,,,,,100,1.7984038928818582,152,4,20,97.3125,57.1419,10^-237.781,,,,,
872327,1,1578,Lactobacillus pasteurii,"",bacteria,false,1826.494425127204,99,,,,,,,,,,,,,99,1.9048883339077578,161,2,156,57.209,74.8333,10^-29.3876,0.000518431,0.00510595,,,
2042044,1,1578,Lactobacillus sp. UMNPBX3,"",bacteria,false,11.45927865692455,100,,,,,,,,,,,,,100,0.011831604558433278,1,,,96.0,25.0,10^-307.653,,,,,
947835,1,1578,Lactobacillus rodentium,"",bacteria,false,11.45927865692455,100,-100,0.0,0,,,0,0,10^0,0.000399864,0.0039382,,,100,0.011831604558433278,1,,,96.6,29.0,10^-307.653,,,,,
2692756,1,1578,Lactobacillus sp. P38,"",bacteria,false,4.779420011855218,100,100,0.023663209116866556,2,,,97.55,40.5,10^-14.3629,,,,,,,,,,,,,,,,,
2099789,1,1578,Lactobacillus sp. CBA3606,"",bacteria,false,4.779420011855218,100,100,0.023663209116866556,2,,,82.0,150.0,10^-53.2518,,,,,,,,,,,,,,,,,
2099788,1,1578,Lactobacillus sp. CBA3605,"",bacteria,false,4.779420011855218,100,100,0.023663209116866556,2,,,94.7,57.0,10^-22.7959,,,,,,,,,,,,,,,,,
1303590,1,1578,Lactobacillus bombi,"",bacteria,false,4.779420011855218,100,100,0.023663209116866556,2,,,89.15,106.0,10^-45.1686,,,,,,,,,,,,,,,,,
2419772,1,1578,Lactobacillus sp. BHWM-4,"",bacteria,false,2.389710005927609,100,100,0.011831604558433278,1,,,66.4,110.0,10^-12.2147,,,,,,,,,,,,,,,,,
148604,1,1578,Lactobacillus ingluviei,"",bacteria,false,1.6170866620945026,7.055796051862909,,,,,,,,,,,,,7.055796051862909,0.023663209116866556,2,,,100.0,49.0,10^-307.653,0.000335689,0.00330615,,,
1624,1,1578,Lactobacillus salivarius,"",bacteria,false,0.7547608064372624,0.5220285296829178,-0.10651382622933506,0.1064844410258995,9,1,4,97.7867,175.556,10^-85.6355,0.992639,8.31962,,,0.5220285296829178,0.15381085925963262,13,1,4,97.8572,71.1538,10^-147.861,0.0384389,0.221007,,,
60520,1,1578,Lactobacillus paraplantarum,"",bacteria,false,0.5194390716560359,4.532912473876809,-100,0.0,0,,,0,0,10^0,0.00554388,0.0349506,,,4.532912473876809,0.011831604558433278,1,,,75.0,48.0,10^-307.653,0.000259215,0.00255297,,,
375175,1,1578,Lactobacillus backii,"",bacteria,false,0.009250826429974698,0.08072782508334117,-100,0.0,0,,,0,0,10^0,0.0462431,0.13061,,,0.08072782508334117,0.011831604558433278,1,,,75.5,49.0,10^-307.653,0.00777466,0.0502546,,,
1633,1,1578,Lactobacillus vaginalis,"",bacteria,false,0.004921327542124541,0.04294622453526521,-100,0.0,0,,,0,0,10^0,0.00988749,0.0447582,,,0.04294622453526521,0.011831604558433278,1,,,100.0,49.0,10^-307.653,0.00979357,0.0474555,,,
104955,1,1578,Lactobacillus frumenti,"",bacteria,false,-0.002057981532919289,-0.08611846323673263,-0.08611846323673263,0.011831604558433278,1,,,100.0,65.0,10^-32.3468,0.0554432,0.506414,,,-100,0.0,0,,,0,0,10^0,0.00128135,0.0126199,,,
1600,1,1578,Lactobacillus acetotolerans,"",bacteria,false,-0.002780729284461227,-0.11636262465168183,-0.11636262465168183,0.011831604558433278,1,,,97.4,38.0,10^-12.6778,0.144101,1.1367,,,-100,0.0,0,,,0,0,10^0,0.00217792,0.0180718,,,
153152,1,1578,uncultured Lactobacillus sp.,"",bacteria,false,-0.0033718382697109583,-0.14109821950559723,-0.14109821950559723,0.011831604558433278,1,,,100.0,144.0,10^-86.2076,0.458193,3.16348,,,,,,,,,,,,,,,
637971,1,1578,Lactobacillus koreensis,"",bacteria,false,-0.005304330520711564,-0.2219654480064242,-0.2219654480064242,0.011831604558433278,1,,,88.6,140.0,10^-61.5229,0.0977511,0.387085,,,,,,,,,,,,,,,
33959,1,1578,Lactobacillus johnsonii,"",bacteria,false,-0.010573958238966223,-0.20956333072935973,-0.22123935985407883,0.023663209116866556,2,,,95.0,60.0,10^-24.8239,0.38279,1.62325,,,-100,0.0,0,,,0,0,10^0,0.0147007,0.0701492,,,
1599,1,1578,Lactobacillus sakei,"",bacteria,false,-0.011482467747084439,-0.12012407068851973,-0.12012407068851973,0.04732641823373311,4,,,93.4,111.0,10^-55.4519,1.39077,11.1838,,,-100,0.0,0,,,0,0,10^0,0.195461,1.19805,,,
1589,1,1578,Lactobacillus pentosus,"",bacteria,false,-0.028688280497910803,-0.1251748969407215,-100,0.0,0,,,0,0,10^0,0.025227,0.141817,,,-0.1251748969407215,0.023663209116866556,2,,,90.45,34.0,10^-307.653,0.10412,0.642755,,,
1590,1,1578,Lactobacillus plantarum,"",bacteria,false,-0.03859916553609135,-0.212106776117916,-0.212106776117916,0.023663209116866556,2,,,90.5,63.0,10^-22.7447,0.300558,1.30545,,,-0.24837245592777393,0.011831604558433278,1,,,92.0,50.0,10^-307.653,0.136679,0.502662,,,
1596,1,1578,Lactobacillus gasseri,"",bacteria,false,-0.11891272441780681,-0.21783987628423448,-0.21783987628423448,0.011831604558433278,1,,,100.0,150.0,10^-90.3098,2.33004,10.6418,,,-0.24806749731282582,0.04732641823373311,4,1,4,97.59,83.0,10^-54.3478,1.45825,5.68766,,,
1598,1,1578,Lactobacillus reuteri,"",bacteria,false,-0.2016406341663532,-0.0919334595691728,-0.26074272247872177,0.08282123190903294,7,,,93.3833,109.0,10^-53.6716,0.433382,1.34447,,,-0.0919334595691728,0.17747406837649918,15,,,80.9,36.8667,10^-307.653,0.23852,0.664023,,,
147802,1,1578,Lactobacillus iners,"",bacteria,false,-0.2902950815857472,-0.12666376753580788,-100,0.0,0,,,0,0,10^0,0.00523949,0.025471,,,-0.12666376753580788,0.23663209116866557,20,1,15,75.8229,28.9474,10^-85.4366,0.59305,2.81389,,,
47715,1,1578,Lactobacillus rhamnosus,"",bacteria,false,-0.35076430241474754,-0.08949680467117783,-0.08949680467117783,0.03549481367529984,3,,,99.3,116.667,10^-66.177,0.0633123,0.310821,,,-0.11557586128553796,0.30762171851926523,26,,,91.3,31.8636,10^-307.653,0.547014,2.0713,,,
1597,1,1578,Lactobacillus paracasei,"",bacteria,false,-0.5709396102934967,0.23286470546984145,0.23286470546984145,0.05915802279216639,5,,,95.7,57.3333,10^-23.9398,0.0314916,0.118809,,,-0.06875186659857288,0.8992019464409291,76,1,8,79.8635,37.2429,10^-273.684,1.39151,7.16065,,,
109790,1,1578,Lactobacillus jensenii,"",bacteria,false,-1.3156105152162862,-0.14015459224197496,-100,0.0,0,,,0,0,10^0,4.34084,30.9718,,,-0.23430091013506502,0.5797486233632306,49,,,83.0535,43.9767,10^-307.653,1.48557,3.86606,,,
47770,1,1578,Lactobacillus crispatus,"",bacteria,false,-4.837553605766164,-0.23063163100758152,-100,0.0,0,,,0,0,10^0,12.1711,52.7729,,,-0.2741244601181459,1.8220671019987247,154,2,149,77.1471,73.6081,10^-42.5327,11.4957,35.2892,,,
196081,2,196081,Scardovia,"",bacteria,false,295722.37927487196,99,99,46.829490842278915,3958,3,3906,96.4614,1202.89,10^-286.381,0.00448918,0.0309242,,,24.622133113297263,0.4850957868957644,41,,,98.7061,44.303,10^-307.653,0.00344993,0.0195615,,,"[230143, 78259]"
230143,1,196081,Scardovia wiggsiae,"",bacteria,false,295722.37927487196,100,100,29.839306696368727,2522,1,2521,99.5266,1478.38,10^-307.532,,,,,26.2257653079451,0.4850957868957644,41,,,98.7061,44.303,10^-307.653,0.00279085,0.0183905,,,
78259,1,196081,Scardovia inopinata,"",bacteria,false,166520.79481406577,99,99,16.990184145910188,1436,2,1385,91.126,723.367,10^-249.565,0.00448918,0.0309242,,,-100,0.0,0,,,0,0,10^0,0.000659079,0.00467094,,,
1378,2,1378,Gemella,"",bacteria,false,264810.0112573112,6.983021639084026,6.983021639084026,385.01224393597727,32541,36,31510,99.4049,1654.95,10^-290.625,11.3738,53.5067,,,0.3439304164346906,9.051177487201457,765,28,169,97.8671,55.6227,10^-234.07,3.48119,16.1951,,,"[1379, 84135, 29391, 1966354, 2040624, 1179787, 2558281, 84136, 502393, 150240, 254352, 1785995]"
1379,1,1378,Gemella haemolysans,"",bacteria,false,264810.0112573112,99,99,383.04819757927737,32375,35,31506,99.4147,1664.0,10^-291.975,0.0133218,0.0616092,,,0.6993254185851211,6.069613138476272,513,19,104,98.3579,56.4385,10^-240.713,1.58093,6.41859,,,
84135,1,1378,Gemella sanguinis,"",bacteria,false,850.7823280914832,99,99,1.230486874077061,104,1,4,97.4201,135.918,10^-71.871,0.000683848,0.00673512,,,0.2883362050479197,1.2423184786354942,105,3,17,98.6744,54.8316,10^-238.514,0.437872,2.78996,,,
29391,1,1378,Gemella morbillorum,"",bacteria,false,373.5749847633921,88.66134528584753,88.66134528584753,0.6034118324800972,51,,,98.7574,85.0638,10^-44.4389,0.000690234,0.00679802,,,-0.10756862447280802,0.3194533230776985,27,1,10,98.7907,64.037,10^-198.02,0.756396,4.06199,,,
1966354,1,1378,Gemella sp.,"",bacteria,false,28.484740780107785,100,,,,,,,,,,,,,100,0.8282123190903294,70,2,22,92.7817,48.8333,10^-207.522,,,,,
2040624,1,1378,Gemella sp. ND 6198,"",bacteria,false,16.524070131324955,100,100,0.023663209116866556,2,,,87.4,77.5,10^-27.1338,,,,,,,,,,,,,,,,,
1179787,1,1378,Gemella taiwanensis,"",bacteria,false,16.524070131324955,100,100,0.023663209116866556,2,,,100.0,67.0,10^-33.699,,,,,,,,,,,,,,,,,
2558281,1,1378,Gemella sp. WT2a,"",bacteria,false,2.8484740780107787,100,,,,,,,,,,,,,100,0.08282123190903294,7,,,100.0,43.3333,10^-307.653,,,,,
84136,1,1378,Gemella bergeri,"",bacteria,false,0.16009194062675264,2.3142289183949694,,,,,,,,,,,,,2.3142289183949694,0.2011372774933657,17,,,94.4692,40.2308,10^-307.653,0.01593,0.0800298,,,
502393,1,1378,Gemella asaccharolytica,"",bacteria,false,0.0728109701978892,2.9821627148827425,,,,,,,,,,,,,2.9821627148827425,0.07098962735059967,6,1,4,100.0,75.0,10^-129.817,0.00391542,0.0224918,,,
150240,1,1378,Gemella cuniculi,"",bacteria,false,0.019379103302511896,0.2506489243796631,,,,,,,,,,,,,0.2506489243796631,0.22480048661023228,19,2,12,98.4436,58.8947,10^-140.146,0.0672531,0.628558,,,
254352,1,1378,uncultured Gemella sp.,"",bacteria,false,0.016471580529506372,0.039872937838192596,0.039872937838192596,0.05915802279216639,5,,,100.0,76.2,10^-39.9848,0.0450125,0.354765,,,,,,,,,,,,,,,
