"","sample_name","tax_id","tax_level","genus_tax_id","name","common_name","category","is_phage","agg_score","max_z_score","nt_z_score","nt_rpm","nt_count","nt_contigs","nt_contig_r","nt_percent_identity","nt_alignment_length","nt_e_value","nt_bg_mean","nt_bg_stdev","nt_bg_mean_mass_normalized","nt_bg_stdev_mass_normalized","nr_z_score","nr_rpm","nr_count","nr_contigs","nr_contig_r","nr_percent_identity","nr_alignment_length","nr_e_value","nr_bg_mean","nr_bg_stdev","nr_bg_mean_mass_normalized","nr_bg_stdev_mass_normalized","species_tax_ids","expected_bg_count","p_val","p_adj"
"978","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",1601,1,1578,"Lactobacillus agilis","","bacteria","false",54202.7063613086,99,99,258.75285203179,24366,44,23238,99.7735,1368.17,"10^-291.265",0.00918254,0.0904375,NA,NA,31.3589807069868,9.19642000572642,866,36,250,97.8314,63.4047,"10^-214.329",0.04819,0.291726,NA,NA,"",0,0,0
"979","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",1613,1,1578,"Lactobacillus fermentum","","bacteria","false",45.3555045401857,7.3671325799503,7.3671325799503,2.77166930888521,261,NA,NA,99.879,127.086,"10^-74.4577",0.111383,0.361102,NA,NA,0.633078200149573,0.998225728104253,94,NA,NA,98.1412,44.8471,"10^-301.482",0.32841,1.05803,NA,NA,"",0,0,0
"980","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",1598,1,1578,"Lactobacillus reuteri","","bacteria","false",26.6286098806627,2.5674326687652,-0.251256774971057,0.0955748037546625,9,NA,NA,95.77,159.556,"10^-80.1085",0.433382,1.34447,NA,NA,2.5674326687652,1.94335434301147,183,1,120,61.5339,51.9474,"10^-111.125",0.23852,0.664023,NA,NA,"",0,0,0
"981","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",1632,1,1578,"Lactobacillus oris","","bacteria","false",8.67944172676607,1.02469063491434,1.02469063491434,4.1203359840899,388,1,367,99.8959,1007.13,"10^-295.652",0.406437,3.62441,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00252167,0.0129462,NA,NA,"",0,0,0
"983","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",97478,1,1578,"Lactobacillus mucosae","","bacteria","false",0.014845972473597,0.170012698461798,0.170012698461798,0.0424776905576278,4,NA,NA,100,150,"10^-90.3098",0.0287069,0.0809986,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.000259215,0.00255297,NA,NA,"",0,0,0
"984","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",1074467,1,1578,"Lactobacillus heilongjiangensis","","bacteria","false",-0.0048600674441981,-0.101534680128086,-0.111312772856604,0.0212388452788139,2,NA,NA,86.65,149.5,"10^-62.5139",0.043894,0.203527,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.000518431,0.00510595,NA,NA,"",0,0,0
"986","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",267818,1,1578,"Lactobacillus kefiranofaciens","","bacteria","false",-0.00718158270792751,-0.164483701902691,-0.164483701902691,0.0212388452788139,2,NA,NA,72.4,119.5,"10^-24.1884",0.195534,1.05965,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00248471,0.0131563,NA,NA,"",0,0,0
"987","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",1584,1,1578,"Lactobacillus delbrueckii","","bacteria","false",-0.00719555554050278,-0.257640857962722,-0.329607458601522,0.0106194226394069,1,NA,NA,89.8,108,"10^-46.5376",0.272718,0.795184,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0605152,0.234882,NA,NA,"",0,0,0
"990","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",358574,1,-200,"uncultured microorganism","","","false",76515.2612511595,99,99,602.800906703296,56764,3,54846,99.9952,2013.61,"10^-275.049",0.727447,1.95817,NA,NA,2.00951286782905,0.148671916951697,14,1,6,99.5857,60,"10^-203.582",0.0122063,0.0679098,NA,NA,"",232.214704714961,1.85139721770799e-57,9.77294924757334e-57
"991","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",155900,1,-200,"uncultured organism","","","false",301.991673573577,2.29247467363878,2.29247467363878,102.742914036262,9675,4,9243,99.7835,483.984,"10^-294.675",9.62649,40.6183,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0202608,0.0998488,NA,NA,"",250.49812120441,2.33832423434186e-10,1.16374096361372e-09
"994","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",1394709,1,-200,"candidate division SR1 bacterium RAAC1_SR1_1","","bacteria","false",-0.00307980240413473,-0.113097605268237,-0.113097605268237,0.0212388452788139,2,NA,NA,98.1,104,"10^-56.1549",0.563284,4.79272,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.124007,0.845918,NA,NA,"",0,0,0
"995","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",1476577,1,-200,"Candidatus Saccharibacteria oral taxon TM7x","","bacteria","false",-0.00333291144350595,-0.217788771778877,-0.244784731855244,0.0106194226394069,1,NA,NA,100,121,"10^-70.4949",0.515297,2.06172,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.556875,2.55695,NA,NA,"",0,0,0
"996","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",1400053,1,-200,"Bacteroidales bacterium CF","","bacteria","false",-0.00333982411119853,-0.105710360216516,-0.122646215382703,0.0212388452788139,2,NA,NA,90.4,94,"10^-39.7212",0.734353,5.8144,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.536275,5.07306,NA,NA,"",0,0,0
"1001","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",69328,1,286,"Pseudomonas sp. VLB120","","bacteria","false",47251.0497107042,99,99,403.952217780401,38039,26,37735,99.596,825.022,"10^-287.206",0.336625,0.948146,NA,NA,5.81129127099822,0.7645984300373,72,3,20,93.3654,62.8485,"10^-223.131",0.0271107,0.126906,NA,NA,"",0,0,0
"1002","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",303,1,286,"Pseudomonas putida","","bacteria","false",10094.9076784362,11.0904970567757,11.0904970567757,769.132923504327,72427,22,70875,99.2682,2620.65,"10^-301.223",16.839,67.8323,NA,NA,1.89907957187966,57.8121368489314,5444,28,4761,98.5297,73.1367,"10^-81.3468",5.29575,27.6536,NA,NA,"",432.538267992069,6.40965496972324e-40,3.36141514698841e-39
"1003","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",2083051,1,286,"Pseudomonas sp. SWI6","","bacteria","false",1054.51289553148,100,100,8.87783732654421,836,4,631,98.6067,147.873,"10^-70.9928",NA,NA,NA,NA,100,0.371679792379243,35,1,6,94.8058,68.2188,"10^-182.224",NA,NA,NA,NA,"",0,0,0
"1004","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",2083053,1,286,"Pseudomonas sp. SWI44","","bacteria","false",235.191635615843,100,100,1.94335434301147,183,NA,NA,94.8919,124.683,"10^-62.6321",NA,NA,NA,NA,100,0.371679792379243,35,NA,NA,93.1044,45.4242,"10^-292.146",NA,NA,NA,NA,"",0,0,0
"1005","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",2487887,1,286,"Pseudomonas sp. KU43P","","bacteria","false",108.030111897082,100,100,0.849553811152556,80,1,6,96.1824,130.194,"10^-62.2474",NA,NA,NA,NA,100,0.509732286691533,48,1,40,95.3576,193.63,"10^-187.709",NA,NA,NA,NA,"",0,0,0
"1006","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",1736226,1,286,"Pseudomonas sp. Leaf58","","bacteria","false",28.961774316839,100,100,0.24424672070636,23,NA,NA,94.4375,130.579,"10^-63.2039",NA,NA,NA,NA,2.9531883205735,0.233627298066953,22,1,6,96.2927,53.1579,"10^-224.966",0.0164832,0.0735287,NA,NA,"",0,0,0
"1007","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",2054914,1,286,"Pseudomonas sp. 02C 26","","bacteria","false",27.7629279207012,100,100,0.233627298066953,22,NA,NA,95.8136,105.682,"10^-52.715",NA,NA,NA,NA,100,0.0106194226394069,1,NA,NA,77.6,49,"10^-307.653",NA,NA,NA,NA,"",0,0,0
"1008","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",2083052,1,286,"Pseudomonas sp. SWI36","","bacteria","false",11.4517849208493,100,100,0.0955748037546625,9,NA,NA,97.3,121.429,"10^-65.7013",NA,NA,NA,NA,100,0.0106194226394069,1,NA,NA,96,50,"10^-307.653",NA,NA,NA,NA,"",0,0,0
"1011","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",53409,1,286,"Pseudomonas coronafaciens","","bacteria","false",2.50891150169926,100,100,0.0212388452788139,2,NA,NA,84.921,126,"10^-25.9172",NA,NA,NA,NA,-0.0776258492167059,0.0424776905576278,4,NA,NA,95.575,42.75,"10^-307.653",0.0993401,0.732519,NA,NA,"",0,0,0
"1012","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",312306,1,286,"Pseudomonas entomophila","","bacteria","false",2.03956132908845,1.43475839930393,1.20299537192281,1.35928609784409,128,2,26,95.8639,181.729,"10^-99.3974",0.303393,0.87772,NA,NA,1.43475839930393,0.499112864052127,47,2,19,97.8539,64.3256,"10^-191.811",0.0524984,0.311282,NA,NA,"",0,0,0
"1013","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",2217867,1,286,"Pseudomonas sp. SGAir0191","","bacteria","false",1.41415845940192,100,100,0.0106194226394069,1,NA,NA,88.6,114,"10^-47.8861",NA,NA,NA,NA,100,0.0106194226394069,1,NA,NA,98,50,"10^-307.653",NA,NA,NA,NA,"",0,0,0
"1014","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",1758730,1,286,"Pseudomonas sp. BIOMIG1BAC","","bacteria","false",1.25470330768092,100,100,0.0106194226394069,1,NA,NA,93.7,95,"10^-44.5376",NA,NA,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00256271,0.0252397,NA,NA,"",0,0,0
"1015","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",256466,1,286,"Pseudomonas japonica","","bacteria","false",1.25438298667467,100,100,0.0106194226394069,1,NA,NA,99.3,150,"10^-88.9208",NA,NA,NA,NA,-0.200884701931969,0.0106194226394069,1,NA,NA,93.9,49,"10^-307.653",0.0572534,0.232143,NA,NA,"",0,0,0
"1019","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",658630,1,286,"Pseudomonas sp. CMR5c","","bacteria","false",0.110074733756114,2.19324228051105,2.19324228051105,0.0424776905576278,4,NA,NA,95.1,103,"10^-51.3565",0.00187946,0.0185106,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0337531,0.276699,NA,NA,"",0,0,0
"1022","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",158627,1,286,"Pseudomonas graminis","","bacteria","false",0.0146364924644939,0.583265078480851,0.583265078480851,0.0212388452788139,2,NA,NA,100,105,"10^-59.585",0.00380861,0.0298839,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0221513,0.066404,NA,NA,"",0,0,0
"1024","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",470150,1,286,"Pseudomonas taiwanensis","","bacteria","false",0.00605499444839541,0.739948227751959,0.739948227751959,0.0106194226394069,1,NA,NA,98,149,"10^-85.5086",0.00128135,0.0126199,NA,NA,-0.0880487575968745,0.24424672070636,23,NA,NA,92.6421,42.3684,"10^-307.653",1.14009,10.1744,NA,NA,"",0,0,0
"1027","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",1853130,1,286,"Pseudomonas silesiensis","","bacteria","false",-0.00394362356875403,-0.237191701017301,-0.314307258505844,0.0106194226394069,1,NA,NA,100,150,"10^-90.3098",0.114079,0.329167,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0242251,0.102133,NA,NA,"",0,0,0
"1029","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",1028989,1,286,"Pseudomonas sp. StFLB209","","bacteria","false",-0.0040815444754134,-0.325299570856903,-0.325299570856903,0.0106194226394069,1,NA,NA,98.6,72,"10^-35.7212",0.193105,0.560977,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0389521,0.114803,NA,NA,"",0,0,0
"1031","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",251701,1,286,"Pseudomonas syringae group genomosp. 3","","bacteria","false",-0.0044232178063634,-0.130059583743811,-0.130059583743811,0.0212388452788139,2,NA,NA,93.25,149,"10^-75.8998",0.0360049,0.113533,NA,NA,-0.242386651349862,0.0318582679182208,3,NA,NA,87.7667,37,"10^-307.653",0.864008,3.43315,NA,NA,"",0,0,0
"1034","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",47879,1,286,"Pseudomonas corrugata","","bacteria","false",-0.0052667065707769,-0.0962151123411563,-0.203764769970429,0.0212388452788139,2,NA,NA,99.1,106,"10^-58.8861",0.067296,0.226031,NA,NA,-0.0962151123411563,0.0106194226394069,1,NA,NA,97.1,34,"10^-307.653",0.0195656,0.092981,NA,NA,"",0,0,0
"1035","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",183795,1,286,"Pseudomonas mediterranea","","bacteria","false",-0.00545162524082377,-0.108623791924564,-0.108623791924564,0.0424776905576278,4,NA,NA,94.5,110,"10^-54.7696",0.0683446,0.238133,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0204293,0.084158,NA,NA,"",0,0,0
"1036","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",76758,1,286,"Pseudomonas orientalis","","bacteria","false",-0.0055047293620807,-0.219363786178868,-0.219363786178868,0.0212388452788139,2,NA,NA,89.6,135,"10^-60.8539",0.599201,2.63472,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0294147,0.129434,NA,NA,"",0,0,0
"1037","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",1338689,1,286,"Pseudomonas sp. JY-Q","","bacteria","false",-0.00609061130871753,-0.121355607963903,-0.121355607963903,0.0424776905576278,4,NA,NA,93.825,115.25,"10^-55.9568",1.0127,7.99487,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.019402,0.120458,NA,NA,"",0,0,0
"1038","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",95300,1,286,"Pseudomonas vancouverensis","","bacteria","false",-0.00643950031220763,-0.181945048966268,-0.256614463068159,0.0212388452788139,2,NA,NA,89.6,106,"10^-45.1675",0.225428,0.795704,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0133766,0.07352,NA,NA,"",0,0,0
"1039","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",1534110,1,286,"Pseudomonas sp. DR 5-09","","bacteria","false",-0.00660358379235051,-0.170748379032888,-0.263153199323113,0.0212388452788139,2,NA,NA,95.8,96,"10^-47.9586",0.124657,0.392996,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00157374,0.00921672,NA,NA,"",0,0,0
"1040","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",53407,1,286,"Pseudomonas asplenii","","bacteria","false",-0.00689330030255224,0.297109773558327,-0.208304596392466,0.0318582679182208,3,NA,NA,97.1667,78.6667,"10^-38.4501",0.0801314,0.231743,NA,NA,0.297109773558327,0.0212388452788139,2,NA,NA,99,44.5,"10^-307.653",0.00709437,0.0476069,NA,NA,"",0,0,0
"1041","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",46677,1,286,"Pseudomonas agarici","","bacteria","false",-0.00696309815327906,-0.277479867577182,-0.277479867577182,0.0212388452788139,2,NA,NA,96.7,121,"10^-65.0132",0.17747,0.563036,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0966998,0.293936,NA,NA,"",0,0,0
"1045","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",65741,1,286,"Pseudomonas knackmussii","","bacteria","false",-0.00931010831950905,-0.258748698335703,-0.338125037550798,0.0212388452788139,2,NA,NA,99.55,102.5,"10^-57.199",0.62653,1.79014,NA,NA,-0.258748698335703,0.0212388452788139,2,NA,NA,95.8,48,"10^-307.653",0.111989,0.350727,NA,NA,"",0,0,0
"1048","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",198618,1,286,"Pseudomonas umsongensis","","bacteria","false",-0.0144794939440696,-0.217366461180864,-0.28850433914198,0.0424776905576278,4,NA,NA,92.5,103.5,"10^-47.6024",0.497224,1.57622,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.010081,0.0463779,NA,NA,"",0,0,0
"1050","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",29442,1,286,"Pseudomonas tolaasii","","bacteria","false",-0.0212697316741859,-0.317886680656709,-0.339040019165949,0.0530971131970347,5,NA,NA,96.56,127.2,"10^-70.354",0.569689,1.52369,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0489288,0.153919,NA,NA,"",0,0,0
"1053","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",1649877,1,286,"Pseudomonas sp. CCOS 191","","bacteria","false",-0.0263613497821873,-0.175083554420203,-0.175083554420203,0.127433071672883,12,NA,NA,92.5,115.583,"10^-54.698",0.301519,0.994302,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0180854,0.0738864,NA,NA,"",0,0,0
"1055","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",75612,1,286,"Pseudomonas mandelii","","bacteria","false",-0.03139210253051,-0.165652226606159,-0.208496186165666,0.127433071672883,12,1,6,95.2408,151.2,"10^-67.325",0.364512,1.13709,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.123015,0.74261,NA,NA,"",0,0,0
"1058","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",114707,1,286,"uncultured Pseudomonas sp.","","bacteria","false",-0.0482986180924471,-0.0493513525210807,-0.0493513525210807,0.828314965873742,78,NA,NA,99.2127,119.423,"10^-68.0818",1.15064,6.53123,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00754318,0.0623482,NA,NA,"",0,0,0
"1063","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",70775,1,286,"Pseudomonas plecoglossicida","","bacteria","false",-0.134769515907327,-0.0809762921588943,-0.104296437812026,1.08318110921951,102,1,4,96.3197,108.429,"10^-54.9958",7.46095,61.1504,NA,NA,-0.0809762921588943,0.106194226394069,10,NA,NA,91.4862,60.1,"10^-200.207",0.197993,1.13365,NA,NA,"",0,0,0
"1065","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",979627,1,1164882,"Lachnoanaerobaculum orale","","bacteria","false",210.820245195645,100,100,0.0212388452788139,2,NA,NA,100,149.5,"10^-89.9648",NA,NA,NA,NA,100,0.0743359584758486,7,NA,NA,99.6667,49,"10^-307.653",NA,NA,NA,NA,"",0,0,0
"1066","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",589437,1,838,"Prevotella scopos","","bacteria","false",34815.440641673,62.4080813036644,62.4080813036644,101.617255236485,9569,6,9429,94.7773,2412.92,"10^-303.413",0.604783,1.61858,NA,NA,1.36563830004842,0.509732286691533,48,2,14,99.2843,68.7609,"10^-215.683",0.0490424,0.337344,NA,NA,"",28.8764399645547,1.13473873501318e-76,6.03943591197097e-76
"1067","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",28132,1,838,"Prevotella melaninogenica","","bacteria","false",16945.2745947213,19.1755786291609,19.1755786291609,160.07717686642,15074,26,14252,98.3903,636.521,"10^-283.204",2.45277,8.22006,NA,NA,7.67078867623695,3.72741734643184,351,7,35,99.0132,54.6209,"10^-247.284",0.161843,0.464825,NA,NA,"",121.520495448905,5.88231162640765e-30,3.0599423969358e-29
"1068","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",1177574,1,838,"Prevotella jejuni","","bacteria","false",14545.705883298,100,100,26.4954594853203,2495,12,2218,99.5856,468.181,"10^-248.043",NA,NA,NA,NA,0.521927353214877,0.552209977249161,52,NA,NA,97.6047,44.6744,"10^-284.111",0.134285,0.800734,NA,NA,"",66.1751749187712,4.03605660099475e-10,2.00557133567949e-09
"1071","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",228604,1,838,"Prevotella salivae","","bacteria","false",60.9352476843784,100,100,0.0424776905576278,4,NA,NA,100,145.75,"10^-87.4084",NA,NA,NA,NA,12.8750126226086,0.881412079070777,83,3,16,99.1979,53.0779,"10^-201.318",0.0230131,0.0666717,NA,NA,"",0,0,0
"1072","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",282402,1,838,"Prevotella multiformis","","bacteria","false",5.89531628924358,100,100,0.0106194226394069,1,NA,NA,99.3,150,"10^-88.9208",NA,NA,NA,NA,0.186802740268647,0.106194226394069,10,NA,NA,95.9064,50.1111,"10^-248.306",0.04127,0.347555,NA,NA,"",0,0,0
"1081","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",181487,1,2529408,"Schaalia cardiffensis","","bacteria","false",318.582679182208,100,100,0.0318582679182208,3,NA,NA,98.5667,108,"10^-59.3555",NA,NA,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00990287,0.0637459,NA,NA,"",0,0,0
"1082","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",52773,1,2529408,"Schaalia meyeri","","bacteria","false",-1.25312076049051,1.85075209419763,-0.216484235583066,0.148671916951697,14,NA,NA,98.6667,93.5833,"10^-49.5574",1.63922,6.88525,NA,NA,1.85075209419763,0.0106194226394069,1,NA,NA,100,50,"10^-307.653",0.000690989,0.00536454,NA,NA,"",0,0,0
"1083","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",1017,1,1016,"Capnocytophaga gingivalis","","bacteria","false",6250.64033282053,99,99,20.2087612827914,1903,2,1736,97.7931,1597.45,"10^-286.118",0.00364085,0.0225482,NA,NA,1.31750746483524,0.371679792379243,35,NA,NA,97.4943,44.4571,"10^-293.021",0.0659232,0.232072,NA,NA,"",68.5666802935272,8.27216584193454e-08,4.06042286753494e-07
"1084","OPS015_UGD-HIV-PNEU_BAL_RNA_1166_I2_S78",28188,1,1016,"Capnocytophaga canimorsus","","bacteria","false",0.446592164953884,0.345142250693746,0.345142250693746,0.414157482936871,39,NA,NA,94.85,138.395,"10^-72.3447",0.183628,0.667926,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0370106,0.122484,NA,NA,"",0,0,0
