"","sample_name","tax_id","tax_level","genus_tax_id","name","common_name","category","is_phage","agg_score","max_z_score","nt_z_score","nt_rpm","nt_count","nt_contigs","nt_contig_r","nt_percent_identity","nt_alignment_length","nt_e_value","nt_bg_mean","nt_bg_stdev","nt_bg_mean_mass_normalized","nt_bg_stdev_mass_normalized","nr_z_score","nr_rpm","nr_count","nr_contigs","nr_contig_r","nr_percent_identity","nr_alignment_length","nr_e_value","nr_bg_mean","nr_bg_stdev","nr_bg_mean_mass_normalized","nr_bg_stdev_mass_normalized","species_tax_ids","expected_bg_count","p_val","p_adj"
"46","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1305,1,1301,"Streptococcus sanguinis","","bacteria","false",1439.10594407112,6.08550119373903,6.08550119373903,166.115728000403,14040,4,13834,98.8301,593.592,"10^-302.974",5.27654,26.4299,NA,NA,0.0421841104265535,1.14766564216803,97,1,4,98.7288,49.7732,"10^-257.673",0.967812,4.26354,NA,NA,"",64.3458284411514,2.4767793988629e-51,1.30527490414706e-50
"47","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",2598453,1,1301,"Streptococcus sp. 116-D4","","bacteria","false",282.217742949238,100,100,1.96404635669992,166,3,36,95.1499,160.903,"10^-69.3398",NA,NA,NA,NA,100,0.0118316045584333,1,NA,NA,100,50,"10^-307.653",NA,NA,NA,NA,"",0,0,0
"48","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1314,1,1301,"Streptococcus pyogenes","","bacteria","false",86.4781479456032,0.466941066296034,0.193648664054886,0.402274554986731,34,NA,NA,99.5706,75.0294,"10^-38.8569",0.237679,0.84997,NA,NA,0.466941066296034,82.9395479546173,7010,6,6952,89.7622,49.0817,"10^-27.8476",23.4125,127.483,NA,NA,"",0,0,0
"50","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",2576376,1,1301,"Streptococcus sp. 1643","","bacteria","false",32.9543862385043,100,100,0.212968882051799,18,NA,NA,96.6111,135,"10^-73.964",NA,NA,NA,NA,100,0.0118316045584333,1,NA,NA,85.7,42,"10^-307.653",NA,NA,NA,NA,"",0,0,0
"51","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",33040,1,1301,"Streptococcus milleri","","bacteria","false",32.2245350836661,100,100,0.189305672934932,16,NA,NA,99.6706,194.375,"10^-103.849",NA,NA,NA,NA,100,0.0236632091168666,2,NA,NA,100,49,"10^-307.653",NA,NA,NA,NA,"",0,0,0
"52","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1318,1,1301,"Streptococcus parasanguinis","","bacteria","false",31.7935586650759,2.37755794116687,2.37755794116687,7.181783966969,607,4,509,99.2289,382.213,"10^-260.286",0.960333,2.61674,NA,NA,2.13358383767884,1.57360340627163,133,4,26,96.2691,55.0976,"10^-244.348",0.182415,0.652043,NA,NA,"",6.27779316201447,6.72357885416205e-23,3.45845429878623e-22
"53","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1306,1,1301,"Streptococcus sp.","","bacteria","false",22.7927925456361,100,100,0.0118316045584333,1,NA,NA,100,92,"10^-50.7212",NA,NA,NA,NA,100,0.0946528364674662,8,NA,NA,93.0125,46.875,"10^-307.653",NA,NA,NA,NA,"",0,0,0
"55","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",76860,1,1301,"Streptococcus constellatus","","bacteria","false",3.49409070639783,4.90076501134942,0.238718966422951,0.769054296298163,65,NA,NA,98.8759,141.37,"10^-82.2836",0.290566,2.0044,NA,NA,4.90076501134942,0.295790113960832,25,NA,NA,96.8778,57.8947,"10^-228.056",0.0121652,0.0578736,NA,NA,"",3.13889658100724,7.38796830951995e-06,3.52433451209693e-05
"56","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1335,1,1301,"Streptococcus equinus","","bacteria","false",2.38371442531482,1.88980420253236,-0.144735990720082,0.0473264182337331,4,NA,NA,93.05,125.75,"10^-63.83",0.69106,4.44764,NA,NA,1.88980420253236,0.567917018804797,48,2,44,70.9168,41.0435,"10^-37.0187",0.0668789,0.265127,NA,NA,"",0,0,0
"57","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",361101,1,1301,"Streptococcus pseudoporcinus","","bacteria","false",1.68421186966712,100,100,0.0118316045584333,1,NA,NA,82,150,"10^-53.2518",NA,NA,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.000335689,0.00330615,NA,NA,"",0,0,0
"58","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1326,1,1301,"Streptococcus acidominimus","","bacteria","false",1.68421186966712,100,100,0.0118316045584333,1,NA,NA,97.4,77,"10^-37.7696",NA,NA,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00393193,0.0318091,NA,NA,"",0,0,0
"59","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1343,1,1301,"Streptococcus vestibularis","","bacteria","false",0.713017078742503,2.84799964727555,2.84799964727555,0.177474068376499,15,1,6,94.3343,171.533,"10^-77.3785",0.00610936,0.0601702,NA,NA,-0.0491033895216546,0.0591580227921664,5,NA,NA,92.7667,33.3333,"10^-307.653",0.0818952,0.463047,NA,NA,"",0,0,0
"60","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1336,1,1301,"Streptococcus equi","","bacteria","false",0.46025034969582,0.793810785671234,0.793810785671234,0.414106159545165,35,NA,NA,98.9152,137.303,"10^-79.9349",0.101051,0.39437,NA,NA,-0.00105466992977655,3.26552285812758,276,2,251,67.8241,66.8263,"10^-54.5549",3.28022,13.9353,NA,NA,"",0,0,0
"62","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",712633,1,1301,"Streptococcus sp. oral taxon 431","","bacteria","false",0.308432707279394,2.67344903802355,0.0061893991009216,2.98156434872519,252,6,147,97.8833,136.471,"10^-65.6198",2.92895,8.50072,NA,NA,2.67344903802355,0.0473264182337331,4,NA,NA,98,49,"10^-307.653",0.00320435,0.0165038,NA,NA,"",0,0,0
"63","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1304,1,1301,"Streptococcus salivarius","","bacteria","false",0.277689822102635,0.189877917272636,0.0365990472696843,1.19499206040176,101,1,4,99.5802,138.365,"10^-80.6815",1.06747,3.4843,NA,NA,0.189877917272636,0.508758996012631,43,NA,NA,93.4059,41.975,"10^-294.471",0.324105,0.972488,NA,NA,"",1.56944829050362,2.21812333577949e-14,1.12478065215905e-13
"65","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",712622,1,1301,"Streptococcus sp. oral taxon 058","","bacteria","false",-0.00145375529897068,-0.0863166520289406,-0.0863166520289406,0.0118316045584333,1,NA,NA,100,150,"10^-90.3098",0.0732087,0.711069,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0373041,0.230625,NA,NA,"",0,0,0
"66","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",59310,1,1301,"Streptococcus macedonicus","","bacteria","false",-0.00177152085972957,-0.105183967150149,-0.105183967150149,0.0118316045584333,1,NA,NA,94.3,105,"10^-51.3468",0.0204642,0.0820714,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00689991,0.0333547,NA,NA,"",0,0,0
"67","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1825069,1,1301,"Streptococcus marmotae","","bacteria","false",-0.00199216645663094,-0.0591423945083787,-0.0591423945083787,0.0236632091168666,2,NA,NA,97.3,150,"10^-84.8239",0.0341061,0.176572,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0022758,0.0198503,NA,NA,"",0,0,0
"68","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1888195,1,1301,"Streptococcus himalayensis","","bacteria","false",-0.00239615796559434,-0.0711358828645453,-0.0711358828645453,0.0236632091168666,2,NA,NA,96.8355,158,"10^-29.4112",0.0752183,0.724741,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00413319,0.018398,NA,NA,"",0,0,0
"69","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1839799,1,1301,"Streptococcus sp. FDAARGOS_192","","bacteria","false",-0.00628487858215221,-0.0932910920434613,-0.0932910920434613,0.0473264182337331,4,NA,NA,95.6,147.25,"10^-79.5059",0.0888723,0.445336,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00124008,0.0122134,NA,NA,"",0,0,0
"70","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1309,1,1301,"Streptococcus mutans","","bacteria","false",-0.00812163757148805,-0.0803703076966327,-0.0803703076966327,0.0709896273505997,6,NA,NA,97.0167,97,"10^-49.8199",0.105588,0.430487,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0483722,0.155152,NA,NA,"",0,0,0
"71","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1156431,1,1301,"Streptococcus sp. I-G2","","bacteria","false",-0.00884934339277956,-0.112547740349397,-0.175143114952012,0.0354948136752998,3,NA,NA,91.5667,89.6667,"10^-37.262",0.224187,1.07736,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0474741,0.421813,NA,NA,"",0,0,0
"72","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1759399,1,1301,"Streptococcus sp. A12","","bacteria","false",-0.0130180460715932,-0.193236467246935,-0.193236467246935,0.0473264182337331,4,NA,NA,95.525,114.25,"10^-56.9943",1.09707,5.43243,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0112882,0.0444987,NA,NA,"",0,0,0
"75","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",1902136,1,1301,"Streptococcus sp. NPS 308","","bacteria","false",-0.0511365114297303,-0.151811397219987,-0.151811397219987,0.236632091168666,20,NA,NA,96.0611,119,"10^-62.3589",2.18334,12.8232,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00262084,0.0148948,NA,NA,"",0,0,0
"81","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",2718,1,2717,"Cardiobacterium hominis","","bacteria","false",127895.38642456,99,99,14.9788113709765,1266,7,1207,99.6661,344.252,"10^-180.825",0.0308358,0.141713,NA,NA,-0.211425512855447,0.0236632091168666,2,NA,NA,98,50,"10^-307.653",0.356096,1.57234,NA,NA,"",0,0,0
"82","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",488,1,482,"Neisseria mucosa","","bacteria","false",120899.14486472,99,99,191.944120751463,16223,5,16040,99.6599,2515.95,"10^-303.165",0.010851,0.0978708,NA,NA,0.133851624438777,0.0591580227921664,5,NA,NA,100,62,"10^-204.782",0.0408332,0.136904,NA,NA,"",169.500415374391,1.72017732297844e-23,8.8765560576772e-23
"87","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",485,1,482,"Neisseria gonorrhoeae","","bacteria","false",16.7229760007241,3.1462792407995,-0.191304146160553,0.0709896273505997,6,NA,NA,97.9833,116.333,"10^-63.9044",0.162926,0.480577,NA,NA,3.1462792407995,1.17132885128489,99,1,96,80.0691,34.1277,"10^-20.17",0.108113,0.337928,NA,NA,"",0,0,0
"88","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",489,1,482,"Neisseria polysaccharea","","bacteria","false",15.0588818762997,100,100,0.0236632091168666,2,NA,NA,98.755,241,"10^-117.04",NA,NA,NA,NA,0.0680956442388372,0.0118316045584333,1,NA,NA,98,49,"10^-307.653",0.00931084,0.037018,NA,NA,"",0,0,0
"91","OPS015_UGD-HIV-PNEU_BAL_RNA_1138_A2_S30",267212,1,482,"Neisseria bacilliformis","","bacteria","false",0.177173540003011,1.17682566296428,1.17682566296428,0.0236632091168666,2,NA,NA,100,124,"10^-72.5528",0.00187946,0.0185106,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0410439,0.156748,NA,NA,"",0,0,0
