"","sample_name","tax_id","tax_level","genus_tax_id","name","common_name","category","is_phage","agg_score","max_z_score","nt_z_score","nt_rpm","nt_count","nt_contigs","nt_contig_r","nt_percent_identity","nt_alignment_length","nt_e_value","nt_bg_mean","nt_bg_stdev","nt_bg_mean_mass_normalized","nt_bg_stdev_mass_normalized","nr_z_score","nr_rpm","nr_count","nr_contigs","nr_contig_r","nr_percent_identity","nr_alignment_length","nr_e_value","nr_bg_mean","nr_bg_stdev","nr_bg_mean_mass_normalized","nr_bg_stdev_mass_normalized","species_tax_ids","expected_bg_count","p_val","p_adj"
"893","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",907,1,906,"Megasphaera elsdenii","","bacteria","false",0.571972432088259,0.370867744969466,0.370867744969466,1.66503307272773,161,1,161,92.038,1143,"10^-307.653",0.633661,2.78097,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00314767,0.0179919,NA,NA,"",0.0737919404547305,4.3413554094161e-149,2.33375032025373e-148
"894","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",39778,1,29465,"Veillonella dispar","","bacteria","false",53.7761764836046,100,100,19.2357858091527,1860,4,1802,99.6392,1618.69,"10^-298.911",NA,NA,NA,NA,-0.165345178908081,0.165469125240023,16,NA,NA,98.9553,48.6429,"10^-267.528",0.379983,1.29737,NA,NA,"",3.43258563683029,8.73812027903075e-117,4.68165512453893e-116
"895","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",39777,1,29465,"Veillonella atypica","","bacteria","false",-0.000347182274898488,0.0843164233255951,-0.176238609345694,0.124101843930017,12,NA,NA,94.7,138.2,"10^-72.5018",3.26448,17.8189,NA,NA,0.0843164233255951,0.0620509219650087,6,NA,NA,97.8333,43.1667,"10^-307.653",0.0400999,0.260341,NA,NA,"",0.491969428444838,1.8588229952907e-05,8.80207359534712e-05
"897","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",319939,1,286,"Pseudomonas otitidis","","bacteria","false",24.7013312711335,76.7172090653245,76.7172090653245,1.02384021242264,99,1,97,97.5223,1027.83,"10^-302.243",0.00135325,0.013328,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0101077,0.0459926,NA,NA,"",0.147583880909461,1.27023702774245e-67,6.73832492476224e-67
"898","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",312306,1,286,"Pseudomonas entomophila","","bacteria","false",-0.00302770095258808,-0.168652218888339,-0.310312558694681,0.0310254609825044,3,NA,NA,100,142.667,"10^-85.3005",0.303393,0.87772,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0524984,0.311282,NA,NA,"",0,0,0
"905","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",290053,1,816,"Bacteroides helcogenes","","bacteria","false",-0.000897716400225213,-0.205972815016012,-0.205972815016012,0.0206836406550029,2,NA,NA,91.4,116,"10^-53.3665",0.250263,1.11461,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00522504,0.0244084,NA,NA,"",0,0,0
"906","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",1177574,1,838,"Prevotella jejuni","","bacteria","false",2.19230303067878,100,100,0.124101843930017,12,1,11,100,245.917,"10^-125.993",NA,NA,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.134285,0.800734,NA,NA,"",0.966368520159504,0.000965296902006505,0.00442771513455975
"907","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",28135,1,838,"Prevotella oris","","bacteria","false",0.667028180977366,13.0396763776931,13.0396763776931,0.289570969170041,28,1,6,94.7057,139.125,"10^-63.1778",0.00297453,0.0219788,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0764544,0.3981,NA,NA,"",0.917023389587139,3.83137321167158e-07,1.87208220661343e-06
"908","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",228604,1,838,"Prevotella salivae","","bacteria","false",0.379599707111068,100,100,0.0206836406550029,2,NA,NA,99.3,150,"10^-88.9208",NA,NA,NA,NA,0.585523122479384,0.0620509219650087,6,NA,NA,100,64,"10^-175.49",0.0230131,0.0666717,NA,NA,"",0,0,0
"909","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",425941,1,838,"Prevotella nanceiensis","","bacteria","false",0.363554279286514,100,100,0.0206836406550029,2,NA,NA,100,150,"10^-90.3098",NA,NA,NA,NA,-0.226067618666639,0.0206836406550029,2,NA,NA,100,49,"10^-307.653",0.0877943,0.296861,NA,NA,"",0,0,0
"910","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",28132,1,838,"Prevotella melaninogenica","","bacteria","false",0.0262457480836417,0.060175812991379,0.060175812991379,2.94741879333792,285,3,264,95.7035,1359.01,"10^-289.498",2.45277,8.22006,NA,NA,-0.125692027590998,0.103418203275015,10,NA,NA,99.58,48.5,"10^-307.653",0.161843,0.464825,NA,NA,"",1.77458664068748,6.35165616517532e-34,3.31480273125843e-33
"912","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",52227,1,838,"Prevotella dentalis","","bacteria","false",-0.00179639344552691,-0.196658226939079,-0.196658226939079,0.0517091016375073,5,1,5,83.824,272,"10^-66.6635",0.219751,0.854487,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00356602,0.0175297,NA,NA,"",0.105422020381037,5.88432423572301e-06,2.82377407437081e-05
"914","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",652716,1,838,"Prevotella sp. oral taxon 299","","bacteria","false",-0.00449067650962602,-0.106872162488903,-0.106872162488903,0.237861867532533,23,1,8,98.5044,143.737,"10^-77.4686",2.74224,23.4334,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.117624,0.786018,NA,NA,"",0.281125387682765,1.72434064356201e-12,8.68916568430307e-12
"915","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",589437,1,838,"Prevotella scopos","","bacteria","false",-0.00471396067923436,-0.145378011762474,-0.322534837561312,0.0827345626200117,8,NA,NA,96.7571,112.857,"10^-59.2874",0.604783,1.61858,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0490424,0.337344,NA,NA,"",0.421688081524147,0.00018312434249456,0.00084965473030617
"916","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",863372,1,963,"Herbaspirillum huttiense","","bacteria","false",1.345677289171,2.5142604944161,2.48343734367668,1.85118583862276,179,2,15,98.2738,175.767,"10^-96.0414",0.0817864,0.71248,NA,NA,2.5142604944161,0.785978344890111,76,NA,NA,99.341,54.4737,"10^-259.513",0.0797804,0.280877,NA,NA,"",1.67620317643449,5.59516288673056e-23,2.88262791924358e-22
"917","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",964,1,963,"Herbaspirillum seropedicae","","bacteria","false",0.0880844638229316,1.35109194907185,-0.303791844640458,0.134443664257519,13,NA,NA,97.9132,110.385,"10^-52.2059",2.18547,6.75142,NA,NA,1.35109194907185,0.299912789497542,29,NA,NA,100,45.6,"10^-307.653",0.0530183,0.182737,NA,NA,"",0.404117744793974,1.89629028386603e-06,9.1820371639829e-06
"918","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",80842,1,963,"Herbaspirillum rubrisubalbicans","","bacteria","false",-0.00555157668714878,-0.00762457238843509,-0.345421335669056,0.0827345626200117,8,NA,NA,98.1625,141.625,"10^-80.8101",0.803432,2.08643,NA,NA,-0.00762457238843509,0.0517091016375073,5,NA,NA,99.08,47,"10^-307.653",0.0531224,0.185361,NA,NA,"",0.193273704031901,1.76023952582242e-06,8.53610131498219e-06
"919","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",204,1,194,"Campylobacter showae","","bacteria","false",-0.000235386213184286,-0.114319137234318,-0.114319137234318,0.0103418203275015,1,NA,NA,100,150,"10^-90.3098",0.256735,2.15531,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.506691,3.10224,NA,NA,"",0,0,0
"920","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",199,1,194,"Campylobacter concisus","","bacteria","false",-0.00722888662993433,-0.0945979892100178,-0.0945979892100178,0.320596430152545,31,1,4,99.7276,147.862,"10^-83.7122",1.67033,14.2681,NA,NA,-0.232554521888172,0.0206836406550029,2,NA,NA,100,38,"10^-307.653",0.302556,1.21207,NA,NA,"",0.435730455660304,1.61291364682508e-12,8.14041056861558e-12
"921","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",5066,1,5052,"Aspergillus wentii","","eukaryota","false",0.13655503642343,8.00024487313934,8.00024487313934,0.0413672813100058,4,NA,NA,100,146,"10^-87.5728",0.000518431,0.00510595,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.186898,0.81044,NA,NA,"",0,0,0
"922","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",109328,1,32067,"Leptotrichia trevisanii","","bacteria","false",0.731067701201252,100,100,0.0206836406550029,2,NA,NA,100,150,"10^-90.3098",NA,NA,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0424021,0.265839,NA,NA,"",0.0737919404547305,0.000662908322994772,0.00305374077259394
"923","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",5908,1,5890,"Tetrahymena pyriformis","","eukaryota","false",-0.00170970268288844,-0.101534646718808,-0.156622929193119,0.0620509219650087,6,NA,NA,99.3667,86.3333,"10^-46.4441",0.221125,1.01565,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00305468,0.0300851,NA,NA,"",0.110687910682096,1.22609509154868e-06,5.97280816155333e-06
"926","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",28123,1,836,"Porphyromonas asaccharolytica","","bacteria","false",-0.00670607170459798,-0.137156579261712,-0.209043268530998,0.165469125240023,16,1,16,92.361,432,"10^-172.07",2.5351,11.3356,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0332986,0.242778,NA,NA,"",0.175703367301728,1.10114583812602e-11,5.51429175546779e-11
"927","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",54571,1,1883,"Streptomyces venezuelae","","bacteria","false",-0.00141884743668768,-0.185882267969043,-0.353663481987303,0.0103418203275015,1,NA,NA,100,150,"10^-90.3098",0.225522,0.608432,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0118386,0.0636887,NA,NA,"",0,0,0
"928","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",1901,1,1883,"Streptomyces clavuligerus","","bacteria","false",-0.00165667147044399,-0.198927720043824,-0.198927720043824,0.0103418203275015,1,NA,NA,100,150,"10^-90.3098",0.0712513,0.306189,NA,NA,-0.217741561329045,0.0103418203275015,1,NA,NA,100,45,"10^-307.653",0.116974,0.489719,NA,NA,"",0,0,0
"929","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",33903,1,1883,"Streptomyces avermitilis","","bacteria","false",-0.00189986374166999,-0.130036631908078,-0.236781069199738,0.0206836406550029,2,NA,NA,100,70,"10^-35.7447",0.0742949,0.226417,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00254522,0.0195731,NA,NA,"",0,0,0
"931","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",5932,1,5931,"Ichthyophthirius multifiliis","","eukaryota","false",0.225167869117531,1.9049302991062,1.9049302991062,0.0620509219650087,6,NA,NA,97.4,77,"10^-37.7696",0.00314,0.0309255,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0111439,0.0601137,NA,NA,"",0,0,0
"932","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",29559,1,2093,"Mycoplasma hyosynoviae","","bacteria","false",0.122978792907088,16.102056158124,16.102056158124,0.0413672813100058,4,NA,NA,100,97,"10^-54.1338",0.000259215,0.00255297,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00178447,0.0125272,NA,NA,"",0,0,0
"933","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",2124,1,2093,"Mycoplasma salivarium","","bacteria","false",0.00475620419051512,0.622746940060141,0.622746940060141,0.0413672813100058,4,NA,NA,100,139.5,"10^-83.1342",0.0066393,0.0557658,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00675933,0.0552947,NA,NA,"",0,0,0
"934","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",1261,1,1257,"Peptostreptococcus anaerobius","","bacteria","false",0.0740366667818332,0.434018451075099,0.434018451075099,0.444698274082563,43,3,37,96.9453,314.308,"10^-148.508",0.125729,0.734921,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0155662,0.0937729,NA,NA,"",0.614889428598105,2.36928490654544e-13,1.19954361620697e-12
"935","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",11676,1,11646,"Human immunodeficiency virus 1","","viruses","false",0.0368194543888813,1.54651996046311,1.54651996046311,0.0620509219650087,6,NA,NA,93.5667,150,"10^-77.0354",0.00591998,0.036295,NA,NA,1.48616038115289,0.0413672813100058,4,NA,NA,94.95,49.5,"10^-307.653",0.00419306,0.0250136,NA,NA,"",0,0,0
"936","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",1382,1,1380,"Atopobium parvulum","","bacteria","false",0.00398544798461344,0.607285697273979,0.607285697273979,0.237861867532533,23,2,19,99.2911,267.789,"10^-139.179",0.0681826,0.279406,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0123995,0.111262,NA,NA,"",0.586842299163781,4.09688965695163e-08,2.01712304210768e-07
"937","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",13690,1,165695,"Sphingobium yanoikuyae","","bacteria","false",-0.00349367305400509,-0.058581309970283,-0.058581309970283,0.165469125240023,16,NA,NA,100,119.714,"10^-69.6358",0.371714,3.52066,NA,NA,-100,0,0,NA,NA,0,0,"10^0",2.62186,7.33254,NA,NA,"",1.2948869205518,0.000808885533108957,0.00371556550158465
"938","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",84163,1,84162,"Cryptobacterium curtum","","bacteria","false",0.000128584274628425,0.111505280737363,0.111505280737363,0.0103418203275015,1,NA,NA,99.3,150,"10^-88.9208",0.00560715,0.0424614,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00762855,0.0467247,NA,NA,"",0,0,0
"939","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",456999,1,1322061,"Rhizoctonia solani","","eukaryota","false",-0.000212001720889277,-0.0830155102990499,-0.0830155102990499,0.0206836406550029,2,NA,NA,100,95,"10^-52.7696",0.033258,0.15147,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0570928,0.145954,NA,NA,"",0,0,0
"941","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",713030,1,970,"Selenomonas sp. oral taxon 136","","bacteria","false",-0.000338305190475185,-0.11727617571481,-0.176925127168541,0.0103418203275015,1,NA,NA,100,87,"10^-47.3098",0.112805,0.579133,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0143763,0.122585,NA,NA,"",0,0,0
"942","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",131112,1,28263,"Arcanobacterium phocae","","bacteria","false",-0.000231977130008467,-0.0442466077551581,-0.0442466077551581,0.0206836406550029,2,NA,NA,100,97,"10^-54.1308",0.0247637,0.0922118,NA,NA,-100,0,0,NA,NA,0,0,"10^0",2.02129,11.9192,NA,NA,"",0,0,0
"943","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",614,1,613,"Serratia liquefaciens","","bacteria","false",-0.00348614304156144,-0.282224805095365,-0.328116635886395,0.0206836406550029,2,NA,NA,98,150,"10^-86.1963",0.734777,2.17634,NA,NA,-0.282224805095365,0.0103418203275015,1,NA,NA,100,49,"10^-307.653",0.240254,0.814642,NA,NA,"",0.0702813469206912,0.000581747970090461,0.00268755877143656
"944","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",672,1,662,"Vibrio vulnificus","","bacteria","false",-0.000402727134367285,-0.108497175455528,-0.108497175455528,0.0103418203275015,1,NA,NA,89.2,148,"10^-67.0",0.0174261,0.0652946,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00728424,0.0316432,NA,NA,"",0,0,0
"946","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",143361,1,44259,"Filifactor alocis","","bacteria","false",-0.000816514281565672,-0.0874815953396365,-0.0874815953396365,0.103418203275015,10,1,8,89.668,206.167,"10^-69.8127",0.135221,0.363537,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0591611,0.229031,NA,NA,"",0.221375821364191,3.46698912781697e-07,1.6966117008466e-06
"947","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",208596,1,2747,"Carnobacterium sp. 17-4","","bacteria","false",-0.000870691989263798,-0.158506692280061,-0.272592248998109,0.0206836406550029,2,NA,NA,94.4,90,"10^-42.4949",0.434923,1.51963,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.0405961,0.256116,NA,NA,"",0,0,0
"952","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",51665,1,1375,"Aerococcus urinaeequi","","bacteria","false",-0.00257430984551709,-0.0107716701497833,-0.0107716701497833,0.517091016375073,50,1,46,97.5436,362.455,"10^-283.122",0.54263,2.37094,NA,NA,-0.251289321715321,0.0103418203275015,1,NA,NA,100,36,"10^-307.653",0.0836399,0.291688,NA,NA,"",0.583331705629742,8.37676523489991e-16,4.26116651759521e-15
"956","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",1915078,1,285107,"Thioclava nitratireducens","","bacteria","false",-0.00209532948733356,-0.11821306630142,-0.315912707562411,0.0206836406550029,2,NA,NA,99,150,"10^-88.2447",0.276203,0.808829,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.00360765,0.0305182,NA,NA,"",0.105422020381037,0.00168562070307182,0.00766624105069386
"957","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",28112,1,195950,"Tannerella forsythia","","bacteria","false",-0.00217511071955518,-0.149895473568535,-0.149895473568535,0.113760023602516,11,1,11,91.525,295,"10^-109.313",1.10185,6.59186,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.361221,2.21026,NA,NA,"",0.368959702273652,5.61416916215777e-06,2.69815294061911e-05
"958","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",712710,1,195950,"Tannerella sp. oral taxon HOT-286","","bacteria","false",-0.00394658003220459,-0.0732611436769775,-0.0732611436769775,0.299912789497542,29,1,6,99.3657,161.556,"10^-88.2713",0.599619,4.09093,NA,NA,-0.236589835863558,0.0206836406550029,2,NA,NA,97.95,49.5,"10^-307.653",0.110059,0.377765,NA,NA,"",0.217865227830152,1.51899971406897e-17,7.73920740395902e-17
"963","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",28901,1,590,"Salmonella enterica","","bacteria","false",-0.0103906676742635,-0.163495289891764,-0.163495289891764,0.372305531790052,36,1,36,100,1260,"10^-307.653",1.40469,6.31446,NA,NA,-100,0,0,NA,NA,0,0,"10^0",4.12431,13.8458,NA,NA,"",1.95537644625442,3.26947598496939e-05,0.00015391392794739
"964","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",549,1,53335,"Pantoea agglomerans","","bacteria","false",-0.0106267902579817,-0.267473963550346,-0.350867302391694,0.0413672813100058,4,NA,NA,99.213,254,"10^-126.742",0.400494,1.02354,NA,NA,-0.267473963550346,0.0413672813100058,4,NA,NA,100,84,"10^-51.9586",0.785972,2.78384,NA,NA,"",0.147583880909461,0.000151612724576254,0.000705481175051354
"966","OPS015_UGD-HIV-PNEU_BAL_RNA_1165_G2_S66",43675,1,32207,"Rothia mucilaginosa","","bacteria","false",-0.0486087478872964,-0.193947797638553,-0.193947797638553,1.33409482224769,129,8,113,98.999,327.188,"10^-186.977",9.64309,42.8414,NA,NA,-100,0,0,NA,NA,0,0,"10^0",0.242849,0.783107,NA,NA,"",6.37651273693593,6.69513103796841e-06,3.20331678191059e-05
